-1.561549 4.400017 3.285296 -2.132751 -3.676140 = -0.00000001 @ 398238 120538
-1.561548 4.400017 3.285290 -2.132759 -3.676140 = -0.00000005 @ 386064 117500
-1.561562 4.400027 3.285296 -2.132744 -3.676140 = -0.00000008 @ 395427 119822
-1.561533 4.400027 3.285296 -2.132759 -3.676131 = -0.00000009 @ 385470 117347
-1.561533 4.400027 3.285296 -2.132759 -3.676131 = -0.00000009 @ 399189 120782
-1.561551 4.400016 3.285297 -2.132759 -3.676127 = -0.00000009 @ 397265 120294
-3.395115 -3.317317 2.346833 2.062938 4.371505 = -0.00000010 @ 391482 118838
4.141266 2.477015 2.669831 -4.522353 3.639003 = -0.00000010 @ 397163 120267
-1.561551 4.400016 3.285290 -2.132759 -3.676127 = -0.00000010 @ 384529 117113
-3.395118 -3.317317 2.346833 2.062938 4.371506 = -0.00000010 @ 399476 120855
1.757736 1.595730 -4.308934 -2.485073 0.361369 = -0.00000011 @ 395478 119835
1.757736 1.595730 -4.308934 -2.485073 0.361369 = -0.00000011 @ 394323 119549
-1.561558 4.400017 3.285290 -2.132759 -3.676129 = -0.00000012 @ 392090 118990
-1.561558 4.400017 3.285290 -2.132759 -3.676129 = -0.00000012 @ 383455 116849
-3.395118 -3.317318 2.346828 2.062938 4.371506 = -0.00000014 @ 396880 120194
1.757735 1.595741 -4.308925 -2.485079 0.361369 = -0.00000016 @ 398377 120573
1.757732 1.595740 -4.308932 -2.485079 0.361372 = -0.00000016 @ 399618 120890
1.757732 1.595752 -4.308924 -2.485071 0.361372 = -0.00000016 @ 399661 120901
1.757735 1.595740 -4.308934 -2.485080 0.361369 = -0.00000016 @ 384920 117208
1.757735 1.595741 -4.308934 -2.485080 0.361369 = -0.00000017 @ 393797 119417
-1.561548 4.400008 3.285318 -2.132751 -3.676140 = -0.00000017 @ 398122 120509
1.757735 1.595740 -4.308936 -2.485080 0.361369 = -0.00000017 @ 384368 117073
1.757735 1.595752 -4.308936 -2.485047 0.361369 = -0.00000017 @ 396673 120138
-1.561548 4.400006 3.285318 -2.132751 -3.676140 = -0.00000018 @ 395427 119822
-1.561548 4.400006 3.285318 -2.132751 -3.676140 = -0.00000018 @ 397451 120339
-1.561558 4.400016 3.285290 -2.132759 -3.676120 = -0.00000019 @ 398540 120615
-1.561548 4.400010 3.285322 -2.132744 -3.676140 = -0.00000021 @ 373204 114268
1.757735 1.595752 -4.308936 -2.485080 0.361369 = -0.00000021 @ 391218 118771
1.757735 1.595752 -4.308936 -2.485080 0.361369 = -0.00000021 @ 389834 118430
-1.561549 4.400010 3.285322 -2.132751 -3.676140 = -0.00000021 @ 366359 112530
-1.561549 4.400010 3.285322 -2.132751 -3.676140 = -0.00000021 @ 383441 116846
-3.395118 -3.317319 2.346820 2.062938 4.371506 = -0.00000022 @ 399769 120928
-3.395115 -3.317327 2.346827 2.062938 4.371517 = -0.00000022 @ 398728 120664
1.757732 1.595752 -4.308936 -2.485080 0.361372 = -0.00000022 @ 396391 120064
1.757735 1.595751 -4.308928 -2.485082 0.361369 = -0.00000023 @ 392768 119159
1.757735 1.595751 -4.308932 -2.485082 0.361369 = -0.00000023 @ 394526 119600
1.757735 1.595752 -4.308928 -2.485082 0.361369 = -0.00000023 @ 393359 119307
-3.395115 -3.317327 2.346833 2.062938 4.371505 = -0.00000023 @ 399926 120967
4.141272 2.477015 2.669831 -4.522337 3.638995 = -0.00000023 @ 397962 120468
4.141272 2.477015 2.669831 -4.522337 3.638995 = -0.00000023 @ 397018 120230
