-7.083506 5.482864 4.858057 = 2709.09350557 @ 396678 26965
-7.083506 5.482864 -7.708314 = 2709.09350557 @ 397384 26997
-7.083506 5.482864 4.858057 = 2709.09350557 @ 398070 27027
-7.083506 -7.083506 -7.708314 = 2709.09350557 @ 398297 27035
5.482864 5.482864 -7.708314 = 2709.09350557 @ 398363 27038
5.482864 5.482864 -7.708314 = 2709.09350557 @ 398478 27042
5.482864 -7.083506 -7.708314 = 2709.09350557 @ 398487 27042
-7.083506 5.482864 -7.708314 = 2709.09350557 @ 398610 27048
-7.083506 5.482864 4.858057 = 2709.09350557 @ 398762 27055
-7.083506 -7.083506 -7.708314 = 2709.09350557 @ 398907 27060
-7.083506 5.482864 4.858057 = 2709.09350557 @ 399063 27068
5.482864 5.482864 4.858057 = 2709.09350557 @ 399105 27070
5.482864 5.482864 4.858057 = 2709.09350557 @ 399124 27071
-7.083506 5.482864 4.858057 = 2709.09350557 @ 399305 27079
5.482864 5.482864 4.858057 = 2709.09350557 @ 399368 27081
-7.083506 5.482864 -7.708314 = 2709.09350557 @ 399411 27083
-7.083506 -0.800321 -7.708314 = 2709.09350557 @ 399481 27087
5.482864 5.482864 4.858057 = 2709.09350557 @ 399558 27089
-7.083506 -0.800321 -7.708314 = 2709.09350557 @ 399584 27090
-7.083506 5.482864 -7.708314 = 2709.09350557 @ 399635 27092
-7.083506 5.482864 4.858057 = 2709.09350557 @ 399646 27092
5.482864 -7.083506 -7.708314 = 2709.09350557 @ 399692 27094
-7.083506 5.482864 -7.708314 = 2709.09350557 @ 399754 27097
-7.083506 -0.800321 -7.708314 = 2709.09350557 @ 399817 27099
5.482864 -0.800321 4.858057 = 2709.09350557 @ 399825 27100
-7.083506 5.482864 4.858057 = 2709.09350557 @ 399830 27100
-7.083506 -0.800321 4.858057 = 2709.09350557 @ 399859 27102
5.482864 5.482864 -7.708314 = 2709.09350557 @ 399871 27102
5.482864 -7.083506 -7.708314 = 2709.09350557 @ 399888 27103
-7.083506 5.482864 4.858057 = 2709.09350557 @ 399993 27107
5.482864 5.482864 -7.708314 = 2709.09350557 @ 395375 26903
5.482864 5.482864 4.858057 = 2709.09350557 @ 395738 26920
5.482864 -7.083506 4.858057 = 2709.09350557 @ 395790 26923
-0.800321 5.482864 -7.708314 = 2709.09350557 @ 395848 26925
5.482864 5.482864 -7.708314 = 2709.09350557 @ 396380 26951
-7.083506 5.482864 4.858057 = 2709.09350557 @ 396483 26956
-7.083506 -0.800321 -7.708314 = 2709.09350557 @ 396803 26970
5.482864 5.482864 4.858057 = 2709.09350557 @ 396842 26972
5.482864 5.482864 4.858057 = 2709.09350557 @ 396993 26980
-0.800321 5.482864 -7.708314 = 2709.09350557 @ 397103 26985
-7.083506 5.482864 -7.708314 = 2709.09350557 @ 397273 26993
5.482864 5.482864 -7.708314 = 2709.09350557 @ 397339 26996
5.482864 5.482864 -7.708314 = 2709.09350557 @ 397378 26997
-0.800321 5.482864 -7.708314 = 2709.09350557 @ 397390 26998
-0.800321 5.482864 4.858057 = 2709.09350557 @ 397451 27000
5.482864 5.482864 4.858057 = 2709.09350557 @ 397571 27005
-0.800321 5.482864 4.858057 = 2709.09350557 @ 397702 27010
-0.800321 5.482864 -7.708314 = 2709.09350557 @ 397725 27011
-0.800321 5.482864 -7.708314 = 2709.09350557 @ 397836 27016
5.482864 5.482864 4.858057 = 2709.09350557 @ 397873 27018
-7.083506 -0.800321 4.858057 = 2709.09350557 @ 397887 27019
-7.083506 -0.800321 -7.708314 = 2709.09350557 @ 398007 27024
-7.083506 5.482864 -7.708314 = 2709.09350557 @ 398016 27024
5.482864 5.482864 4.858057 = 2709.09350557 @ 398026 27025
5.482864 5.482864 -7.708314 = 2709.09350557 @ 398067 27026
-7.083506 -7.083506 -7.708314 = 2709.09350557 @ 398106 27028
-0.800321 5.482864 -7.708314 = 2709.09350557 @ 398168 27030
