-1.481382 3.673249 -4.858170 -4.299475 3.630745 0.871864 -2.656611 0.961884 0.459179 -2.772688 -0.559455 -1.930896 4.485339 2.228213 -0.889373 4.945389 -0.706984 -0.595138 4.581451 1.223371 = -0.00505569 @ 395128 389536
-1.481307 3.673408 -4.858022 -4.298956 3.630311 0.871842 -2.656338 0.961243 0.458996 -2.773913 -0.561339 -1.930554 4.485374 2.228016 -0.889821 4.945334 -0.707067 -0.595235 4.581451 1.223372 = -0.00582423 @ 396416 390649
-1.481307 3.673408 -4.858022 -4.298861 3.630311 0.871842 -2.656338 0.961243 0.458996 -2.773913 -0.561339 -1.930554 4.485374 2.228016 -0.889821 4.945334 -0.707067 -0.595235 4.581451 1.223372 = -0.00587908 @ 396605 390813
-1.481382 3.673249 -4.858171 -4.299397 3.630311 0.871864 -2.656338 0.961243 0.459295 -2.773913 -0.558754 -1.930554 4.485360 2.228016 -0.889199 4.945334 -0.707051 -0.595235 4.581451 1.223372 = -0.00618394 @ 399811 393597
-1.481382 3.673249 -4.858171 -4.299397 3.630311 0.871864 -2.656338 0.961243 0.459295 -2.773913 -0.558754 -1.930554 4.485360 2.228016 -0.889199 4.945334 -0.707051 -0.595235 4.581451 1.223371 = -0.00618427 @ 399282 393136
-1.481395 3.673249 -4.858171 -4.299397 3.630311 0.871635 -2.657479 0.961228 0.458858 -2.773695 -0.562121 -1.929954 4.485900 2.229345 -0.889788 4.945327 -0.707051 -0.595136 4.579900 1.223371 = -0.00810506 @ 397533 391617
-1.481395 3.673249 -4.858171 -4.299397 3.630311 0.871635 -2.657479 0.961228 0.458858 -2.773695 -0.562121 -1.929954 4.485900 2.229345 -0.889788 4.945327 -0.707051 -0.595136 4.579900 1.223371 = -0.00810506 @ 399378 393220
-1.481382 3.673249 -4.858171 -4.299397 3.630311 0.871635 -2.657479 0.961210 0.458858 -2.773926 -0.561966 -1.929954 4.485900 2.229345 -0.889788 4.945327 -0.707051 -0.595136 4.579900 1.223371 = -0.00813722 @ 398586 392531
-1.481382 3.673249 -4.858171 -4.299397 3.630311 0.871635 -2.657479 0.961228 0.458858 -2.773926 -0.561966 -1.929954 4.485900 2.229345 -0.889788 4.945327 -0.707051 -0.595136 4.579900 1.223371 = -0.00814781 @ 396871 391043
-1.481382 3.673249 -4.858171 -4.299397 3.630311 0.871635 -2.657479 0.961228 0.458858 -2.773926 -0.561966 -1.929954 4.485900 2.229345 -0.889788 4.945327 -0.707051 -0.595136 4.579900 1.223371 = -0.00814796 @ 399833 393617
-1.481382 3.673249 -4.858171 -4.299397 3.630311 0.871635 -2.657485 0.961210 0.458858 -2.773926 -0.561966 -1.929954 4.485900 2.229345 -0.889788 4.945327 -0.707051 -0.595136 4.579900 1.223371 = -0.00814947 @ 399149 393021
-1.481395 3.673249 -4.858171 -4.299397 3.630311 0.871635 -2.657479 0.961228 0.458858 -2.773926 -0.562121 -1.929954 4.485900 2.229345 -0.889788 4.945327 -0.707051 -0.595141 4.579900 1.223371 = -0.00848275 @ 398944 392842
-1.481382 3.673249 -4.858171 -4.299397 3.630311 0.871635 -2.657479 0.961228 0.458858 -2.773926 -0.562121 -1.929954 4.485765 2.229345 -0.889788 4.945327 -0.707051 -0.596119 4.581451 1.223371 = -0.00848872 @ 397789 391840
-1.481395 3.673249 -4.858171 -4.299397 3.630311 0.871635 -2.657479 0.961228 0.458858 -2.773926 -0.562121 -1.929954 4.485900 2.229345 -0.889788 4.945327 -0.707051 -0.595136 4.579900 1.223371 = -0.00848878 @ 396594 390803
-1.481377 3.673249 -4.858022 -4.300546 3.630311 0.871635 -2.657479 0.961303 0.459464 -2.774016 -0.558933 -1.930554 4.485324 2.228258 -0.889295 4.945291 -0.707559 -0.595142 4.581451 1.223372 = -0.00865271 @ 399529 393352
-1.481377 3.673249 -4.858022 -4.300546 3.630311 0.871635 -2.657479 0.961303 0.459464 -2.774016 -0.558933 -1.930554 4.485324 2.228258 -0.889295 4.945291 -0.707559 -0.595142 4.581451 1.223372 = -0.00865271 @ 393578 388180
-1.481377 3.673249 -4.858022 -4.300546 3.630311 0.871635 -2.657479 0.961303 0.459464 -2.774016 -0.558933 -1.930554 4.485324 2.228258 -0.889295 4.945291 -0.707559 -0.595142 4.581451 1.223372 = -0.00865271 @ 399447 393281
-1.481377 3.673249 -4.858022 -4.300546 3.630311 0.871635 -2.657479 0.961303 0.459464 -2.774016 -0.558933 -1.930554 4.485324 2.228258 -0.889317 4.945291 -0.707559 -0.595142 4.581451 1.223372 = -0.00865872 @ 399029 392916
-1.481382 3.673249 -4.858171 -4.299397 3.630311 0.871864 -2.656611 0.961884 0.459295 -2.771372 -0.558754 -1.930548 4.485360 2.228288 -0.889199 4.945363 -0.707051 -0.595136 4.581451 1.223371 = -0.00869215 @ 399123 392999
-1.481382 3.673249 -4.858171 -4.299397 3.630311 0.871864 -2.656611 0.961884 0.459295 -2.771372 -0.558754 -1.930548 4.485360 2.228288 -0.889199 4.945363 -0.707051 -0.595136 4.581451 1.223371 = -0.00869224 @ 399944 393712
-1.481590 3.673286 -4.859527 -4.298509 3.630943 0.871928 -2.656065 0.962508 0.458871 -2.772264 -0.559048 -1.932008 4.485164 2.230186 -0.889300 4.945155 -0.707481 -0.595645 4.581396 1.223358 = -0.00886965 @ 399197 393062
-1.481590 3.673286 -4.859527 -4.298509 3.630943 0.871928 -2.656065 0.962508 0.458871 -2.772264 -0.559048 -1.932008 4.485164 2.230186 -0.889300 4.945155 -0.707481 -0.595645 4.581396 1.223358 = -0.00886965 @ 398701 392632
-1.481571 3.673286 -4.859527 -4.298509 3.630943 0.871928 -2.656065 0.962508 0.458871 -2.772264 -0.559048 -1.932008 4.485164 2.230186 -0.889300 4.945155 -0.707481 -0.595645 4.581396 1.223358 = -0.00888895 @ 399174 393043
-1.481571 3.673286 -4.859527 -4.298509 3.630930 0.871928 -2.656065 0.962508 0.458871 -2.772264 -0.559048 -1.932008 4.485164 2.230186 -0.889300 4.945155 -0.707481 -0.595645 4.581396 1.223358 = -0.00889694 @ 399459 393291
-1.481590 3.673286 -4.859527 -4.298509 3.630943 0.871928 -2.656065 0.962508 0.458826 -2.772264 -0.559048 -1.932008 4.485439 2.230186 -0.889300 4.945155 -0.707481 -0.595645 4.581396 1.223358 = -0.00906204 @ 398652 392589
-1.481005 3.673285 -4.858394 -4.299314 3.630056 0.872269 -2.655929 0.960656 0.459179 -2.774038 -0.559742 -1.930437 4.485624 2.228248 -0.889556 4.945362 -0.707105 -0.595146 4.581500 1.223302 = -0.00906416 @ 398201 392198
-1.481342 3.673396 -4.858022 -4.299397 3.630311 0.871868 -2.656338 0.961228 0.458858 -2.773926 -0.562121 -1.930554 4.485900 2.228258 -0.889788 4.945327 -0.707051 -0.595227 4.581451 1.223371 = -0.00931633 @ 392737 387452
-1.481342 3.673252 -4.858020 -4.300555 3.629829 0.871864 -2.656611 0.961884 0.459295 -2.772921 -0.558754 -1.930548 4.485360 2.228288 -0.889199 4.945363 -0.706430 -0.595232 4.581406 1.223364 = -0.00944121 @ 398466 392426
-1.481377 3.673251 -4.858022 -4.300546 3.630311 0.871635 -2.657479 0.961894 0.459464 -2.774016 -0.559055 -1.930554 4.485324 2.228258 -0.889295 4.945160 -0.707559 -0.595142 4.581451 1.223372 = -0.00952511 @ 399217 393081
-1.481377 3.673249 -4.858022 -4.300546 3.630311 0.871635 -2.657479 0.961894 0.459464 -2.774016 -0.559055 -1.930554 4.485324 2.228258 -0.889295 4.945160 -0.707559 -0.595142 4.581451 1.223372 = -0.00952688 @ 397756 391812
-1.481377 3.673249 -4.858022 -4.300546 3.630311 0.871635 -2.657479 0.961894 0.459464 -2.774016 -0.558933 -1.930554 4.485324 2.228454 -0.889295 4.945291 -0.707559 -0.595142 4.581451 1.223372 = -0.00958968 @ 399926 393697
-1.481377 3.673249 -4.858022 -4.300546 3.630311 0.871635 -2.657479 0.961894 0.459464 -2.774016 -0.558933 -1.930554 4.485324 2.228258 -0.889295 4.945160 -0.707559 -0.595142 4.581451 1.223372 = -0.00975381 @ 397041 391190
-1.482882 3.673286 -4.859527 -4.298509 3.631082 0.871176 -2.656065 0.962508 0.459360 -2.772264 -0.559048 -1.932008 4.485179 2.230186 -0.889300 4.945155 -0.707481 -0.595645 4.581396 1.223358 = -0.00981665 @ 397303 391417
-1.482882 3.673286 -4.859527 -4.298509 3.630943 0.871928 -2.656065 0.962508 0.459360 -2.772264 -0.559048 -1.932008 4.485439 2.230186 -0.889300 4.945155 -0.707481 -0.595645 4.581396 1.223366 = -0.00998183 @ 399408 393246
-1.482882 3.673286 -4.859527 -4.298509 3.630943 0.871928 -2.656065 0.962508 0.459360 -2.772264 -0.559048 -1.932008 4.485439 2.230186 -0.889300 4.945155 -0.707481 -0.595645 4.581396 1.223358 = -0.00999092 @ 394437 388933
-1.481382 3.673249 -4.858012 -4.299397 3.630311 0.871635 -2.657479 0.961228 0.459425 -2.773717 -0.558076 -1.931860 4.485357 2.228248 -0.889788 4.945327 -0.707051 -0.595136 4.581451 1.223371 = -0.01156318 @ 388953 384159
-1.481382 3.673249 -4.858012 -4.299397 3.630305 0.871635 -2.657479 0.961228 0.459425 -2.773717 -0.558076 -1.931860 4.485357 2.228248 -0.889788 4.945327 -0.707051 -0.595136 4.581451 1.223371 = -0.01157334 @ 399742 393537
-1.481383 3.675368 -4.858803 -4.298094 3.629314 0.873992 -2.655707 0.961884 0.459425 -2.773717 -0.558076 -1.931860 4.486107 2.228052 -0.889615 4.945477 -0.707559 -0.595136 4.581443 1.224895 = -0.01493473 @ 399567 393385
-1.481383 3.675368 -4.858803 -4.298094 3.629314 0.873992 -2.655707 0.961884 0.459425 -2.773717 -0.558076 -1.931860 4.486107 2.228052 -0.889615 4.945477 -0.707559 -0.595136 4.581451 1.224895 = -0.01493938 @ 394583 389060
-1.481559 3.673048 -4.859935 -4.297825 3.630553 0.871833 -2.656497 0.962049 0.459375 -2.773798 -0.561635 -1.931260 4.485184 2.230591 -0.890685 4.945107 -0.709064 -0.596251 4.580038 1.224999 = -0.01601946 @ 398696 392627
-1.481559 3.673048 -4.859935 -4.297825 3.630553 0.871833 -2.656498 0.962049 0.459375 -2.773798 -0.561635 -1.931260 4.485184 2.230591 -0.890685 4.945107 -0.709064 -0.596251 4.580038 1.224999 = -0.01602161 @ 399610 393423
