0.833333 0.875000 = -2.00000000 @ 194441 13682
0.166667 0.625000 = -2.00000000 @ 196287 13747
0.166667 0.125000 = -2.00000000 @ 196598 13758
0.500000 0.875000 = -2.00000000 @ 196919 13770
0.166667 0.875000 = -2.00000000 @ 197025 13774
0.833333 0.375000 = -2.00000000 @ 197101 13777
0.833333 0.125000 = -2.00000000 @ 197348 13785
0.833333 0.875000 = -2.00000000 @ 197859 13796
0.500000 0.875000 = -2.00000000 @ 197940 13800
0.166667 0.875000 = -2.00000000 @ 197941 13800
0.833333 0.375000 = -2.00000000 @ 197962 13801
0.166667 0.125000 = -2.00000000 @ 198039 13804
0.833333 0.875000 = -2.00000000 @ 198120 13807
0.833333 0.875000 = -2.00000000 @ 198157 13808
0.833333 0.125000 = -2.00000000 @ 198186 13809
0.833333 0.875000 = -2.00000000 @ 198231 13811
0.833333 0.125000 = -2.00000000 @ 198289 13813
0.166667 0.875000 = -2.00000000 @ 198302 13813
0.166667 0.125000 = -2.00000000 @ 198306 13814
0.833333 0.125000 = -2.00000000 @ 198343 13815
0.833333 0.875000 = -2.00000000 @ 198392 13817
0.833333 0.875000 = -2.00000000 @ 198394 13817
0.166667 0.875000 = -2.00000000 @ 198400 13817
0.166667 0.625000 = -2.00000000 @ 198515 13821
0.500000 0.125000 = -2.00000000 @ 198521 13821
0.833333 0.125000 = -2.00000000 @ 198543 13822
0.833333 0.875000 = -2.00000000 @ 198577 13824
0.833333 0.375000 = -2.00000000 @ 198600 13825
0.833333 0.375000 = -2.00000000 @ 198606 13825
0.500000 0.875000 = -2.00000000 @ 198688 13827
0.166667 0.625000 = -2.00000000 @ 198746 13829
0.833333 0.875000 = -2.00000000 @ 198786 13831
0.166667 0.375000 = -2.00000000 @ 198992 13837
0.833333 0.875000 = -2.00000000 @ 199138 13841
0.166667 0.125000 = -2.00000000 @ 199173 13843
0.166667 0.875000 = -2.00000000 @ 199178 13843
0.500000 0.875000 = -2.00000000 @ 199189 13843
0.500000 0.125000 = -2.00000000 @ 199193 13844
0.833333 0.625000 = -2.00000000 @ 199211 13844
0.166667 0.125000 = -2.00000000 @ 199227 13845
0.166667 0.625000 = -2.00000000 @ 199248 13846
0.166667 0.875000 = -2.00000000 @ 199268 13846
0.166667 0.625000 = -2.00000000 @ 199302 13848
0.166667 0.875000 = -2.00000000 @ 199312 13848
0.500000 0.125000 = -2.00000000 @ 199313 13848
0.500000 0.375000 = -2.00000000 @ 199363 13850
0.166667 0.375000 = -2.00000000 @ 199366 13850
0.166667 0.625000 = -2.00000000 @ 199440 13852
0.166667 0.375000 = -2.00000000 @ 199448 13853
0.833333 0.875000 = -2.00000000 @ 199451 13853
0.500000 0.125000 = -2.00000000 @ 199477 13854
0.833333 0.125000 = -2.00000000 @ 199477 13854
0.500000 0.875000 = -2.00000000 @ 199483 13854
0.166667 0.375000 = -2.00000000 @ 199494 13855
0.166667 0.875000 = -2.00000000 @ 199581 13858
0.166667 0.875000 = -2.00000000 @ 199604 13858
0.166667 0.875000 = -2.00000000 @ 199604 13858
0.166667 0.125000 = -2.00000000 @ 199622 13859
0.500000 0.125000 = -2.00000000 @ 199633 13860
0.833333 0.625000 = -2.00000000 @ 199638 13860
0.500000 0.375000 = -2.00000000 @ 199641 13860
0.500000 0.125000 = -2.00000000 @ 199647 13860
0.500000 0.625000 = -2.00000000 @ 199678 13861
0.166667 0.625000 = -2.00000000 @ 199782 13865
0.833333 0.125000 = -2.00000000 @ 199786 13865
0.166667 0.875000 = -2.00000000 @ 199798 13865
0.166667 0.375000 = -2.00000000 @ 199802 13866
0.500000 0.875000 = -2.00000000 @ 199815 13866
0.500000 0.875000 = -2.00000000 @ 199841 13867
0.500000 0.875000 = -2.00000000 @ 199865 13868
0.833333 0.125000 = -2.00000000 @ 199878 13868
0.166667 0.875000 = -2.00000000 @ 199996 13872
0.166667 0.125000 = -2.00000000 @ 194830 13696
0.166667 0.125000 = -2.00000000 @ 194910 13699
0.833333 0.125000 = -2.00000000 @ 195069 13705
0.833333 0.125000 = -2.00000000 @ 195582 13724
0.166667 0.125000 = -2.00000000 @ 195630 13725
0.833333 0.125000 = -2.00000000 @ 195651 13726
0.166667 0.125000 = -2.00000000 @ 196047 13739
0.166667 0.125000 = -2.00000000 @ 196136 13742
0.166667 0.875000 = -2.00000000 @ 196465 13753
0.833333 0.125000 = -2.00000000 @ 196727 13763
0.166667 0.875000 = -2.00000000 @ 197183 13779
0.833333 0.375000 = -2.00000000 @ 197236 13781
0.166667 0.875000 = -2.00000000 @ 197243 13781
0.833333 0.125000 = -2.00000000 @ 197298 13783
0.500000 0.875000 = -2.00000000 @ 197377 13786
0.166667 0.625000 = -2.00000000 @ 197399 13786
0.833333 0.375000 = -2.00000000 @ 197682 13792
0.166667 0.875000 = -2.00000000 @ 197683 13792
0.833333 0.125000 = -2.00000000 @ 198042 13804
0.166667 0.375000 = -2.00000000 @ 198057 13804
0.166667 0.875000 = -2.00000000 @ 198063 13805
0.166667 0.125000 = -2.00000000 @ 198182 13809
0.833333 0.875000 = -2.00000000 @ 198244 13811
0.166667 0.375000 = -2.00000000 @ 198262 13812
0.166667 0.125000 = -2.00000000 @ 198303 13813
0.833333 0.375000 = -2.00000000 @ 198319 13814
0.166667 0.875000 = -2.00000000 @ 198537 13822
0.833333 0.375000 = -2.00000000 @ 198541 13822
0.500000 0.375000 = -2.00000000 @ 198596 13824
0.166667 0.625000 = -2.00000000 @ 198745 13829
0.833333 0.375000 = -2.00000000 @ 198797 13831
0.833333 0.375000 = -2.00000000 @ 198900 13834
0.166667 0.875000 = -2.00000000 @ 199339 13849
0.833333 0.375000 = -2.00000000 @ 199354 13850
0.833333 0.125000 = -2.00000000 @ 199371 13850
0.500000 0.375000 = -2.00000000 @ 199377 13850
0.166667 0.125000 = -2.00000000 @ 199394 13851
0.833333 0.375000 = -2.00000000 @ 199489 13854
0.166667 0.875000 = -2.00000000 @ 199512 13855
0.166667 0.375000 = -2.00000000 @ 199548 13856
0.833333 0.375000 = -2.00000000 @ 199620 13859
0.166667 0.125000 = -2.00000000 @ 199654 13861
0.166667 0.125000 = -2.00000000 @ 199708 13862
0.833333 0.125000 = -2.00000000 @ 199899 13869
0.166667 0.875000 = -2.00000000 @ 199902 13869
0.166667 0.125000 = -2.00000000 @ 199914 13870
0.833333 0.375000 = -2.00000000 @ 199917 13870
0.166667 0.875000 = -2.00000000 @ 199923 13870
0.166667 0.875000 = -2.00000000 @ 194218 13674
0.833333 0.875000 = -2.00000000 @ 194880 13697
0.166667 0.625000 = -2.00000000 @ 194886 13698
0.833333 0.875000 = -2.00000000 @ 195158 13708
0.166667 0.875000 = -2.00000000 @ 195367 13716
0.500000 0.375000 = -2.00000000 @ 195661 13727
0.166667 0.625000 = -2.00000000 @ 196172 13743
0.500000 0.375000 = -2.00000000 @ 196567 13757
0.166667 0.875000 = -2.00000000 @ 196638 13760
0.833333 0.875000 = -2.00000000 @ 196658 13760
