1.000	 1.000	 1.000	 1.000	 1.000	 
1.000	 1.000	 1.000	 1.000	 1.000	 
1.000	 1.000	 1.000	 1.000	 1.000	 
1.000	 1.000	 1.000	 1.000	 1.000	 
1.000	 1.000	 1.000	 1.000	 1.000	 
0.960	 0.900	 0.880	 0.880	 0.000	 
1.000	 1.000	 1.000	 1.000	 1.000	 
0.060	 0.040	 0.020	 0.020	 0.000	 
0.120	 0.120	 0.120	 0.120	 0.120	 
1.000	 1.000	 1.000	 1.000	 1.000	 
0.940	 0.940	 0.940	 0.940	 0.940	 
0.960	 0.960	 0.960	 0.940	 0.920	 
0.940	 0.920	 0.900	 0.900	 0.900	 
0.020	 0.020	 0.020	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
0.000	 0.000	 0.000	 0.000	 0.000	 
