  7.7062772493881e+000    7.7062770059464e+000   =    1.0000000000e+000  @      4487         3  1
  4.1112077215659e+000    7.7062785417273e+000   =    1.0000000000e+000  @      4488         3  1
  7.7062777869303e+000    4.1112077045871e+000   =    1.0000000000e+000  @      4490         3  1
  7.7062759013195e+000    2.1932797835465e+000   =    1.0000000000e+000  @      4493         3  1
  2.1932801296078e+000    4.1112064534741e+000   =    1.0000000000e+000  @      4497         3  1
  1.1700888255597e+000    4.1112072064291e+000   =    1.0000000000e+000  @      4502         3  1
  2.1932799226338e+000    7.7062794820709e+000   =    1.0000000000e+000  @      4508         3  1
  2.1932798942619e+000    2.1932800363842e+000   =    1.0000000000e+000  @      4515         3  1
  3.3301844669570e-001    2.1932803150701e+000   =    1.0000000000e+000  @      4523         3  1
  4.1112072602065e+000    1.1700887400548e+000   =    1.0000000000e+000  @      4532         3  1
  7.7062761671477e+000    1.1700885850268e+000   =    1.0000000000e+000  @      4542         3  1
  6.2422845237946e-001    7.7062781387952e+000   =    1.0000000000e+000  @      4553         3  1
  4.1112078392577e+000    4.1112070167610e+000   =    1.0000000000e+000  @      6790         5  1
  1.1700896206160e+000    7.7062759962175e+000   =    9.9999999999e-001  @      6803         5  1
  1.1700889642757e+000    6.2422848458834e-001   =    1.0000000000e+000  @      6817         5  1
  3.3301845540544e-001    7.7062772238484e+000   =    1.0000000000e+000  @      6832         5  1
  4.1112080682287e+000    2.1932801242744e+000   =    1.0000000000e+000  @      6848         5  1
  2.1932797661287e+000    6.2422823556134e-001   =    1.0000000000e+000  @      7513         5  1
  1.1700888654377e+000    2.1932800766920e+000   =    1.0000000000e+000  @      9200         7  1
  4.1112064484617e+000    6.2422837965175e-001   =    1.0000000000e+000  @      9219         7  1
  7.7062774192706e+000    6.2422843332048e-001   =    1.0000000000e+000  @      9239         7  1
  4.1112073342738e+000    3.3301842536993e-001   =    1.0000000000e+000  @     11054         8  1
  3.3301843861802e-001    4.1112074296558e+000   =    1.0000000000e+000  @     11076         8  1
  2.1932798481469e+000    1.1700888424367e+000   =    1.0000000000e+000  @     11099         8  1
  7.7062769229356e+000    3.3301847778490e-001   =    1.0000000000e+000  @     11875         9  1
  6.2422843176269e-001    4.1112071307540e+000   =    1.0000000000e+000  @     14206        12  1
  1.1700886700876e+000    1.1700887673064e+000   =    1.0000000000e+000  @     14232        12  1
  6.2422832438442e-001    6.2422849660178e-001   =    1.0000000000e+000  @     15408        15  1
  6.2422845767756e-001    2.1932798941860e+000   =    1.0000000000e+000  @     17815        17  1
  6.2422842948475e-001    1.1700888385094e+000   =    1.0000000000e+000  @     17844        17  1
  3.3301840177799e-001    1.1700887881003e+000   =    1.0000000000e+000  @     17874        17  1
  3.3301844528111e-001    3.3301843954191e-001   =    1.0000000000e+000  @     25144        47  1
  1.1700887936807e+000    3.3301845091936e-001   =    1.0000000000e+000  @     25176        47  1
  2.1932799251164e+000    3.3301843654894e-001   =    1.0000000000e+000  @     30639        69  1
  6.2422842071276e-001    3.3301844631177e-001   =    1.0000000000e+000  @     30673        69  1
  3.3301845744091e-001    6.2422849354002e-001   =    1.0000000000e+000  @     30708        69  1
