 -7.0835060694054e+000   -8.0032058647204e-001   -7.7083138650480e+000   =    2.7090935056e+003  @      9635         9  1
 -7.0835063195021e+000   -8.0032117896233e-001    4.8580567997453e+000   =    2.7090935056e+003  @      9636         9  1
 -7.0835064772467e+000    4.8580567959919e+000   -8.0032084515620e-001   =    2.7090935056e+003  @      9638         9  1
 -8.0032106859254e-001    5.4828641126787e+000    4.8580567495395e+000   =    2.7090935056e+003  @      9641         9  1
  5.4828641934509e+000   -1.4251284378298e+000   -7.0835064407108e+000   =    2.7090935056e+003  @      9645         9  1
 -7.7083136420873e+000   -7.0835064015412e+000   -8.0032119657228e-001   =    2.7090935056e+003  @     20922        19  1
  4.8580568496356e+000   -7.0835061542698e+000    5.4828640670933e+000   =    2.7090935056e+003  @     20928        19  1
 -7.0835063493565e+000   -7.0835064259692e+000   -7.7083136483012e+000   =    2.7090935056e+003  @     20935        19  1
 -8.0032097608840e-001    5.4828643742997e+000   -7.7083138314036e+000   =    2.7090935056e+003  @     20943        19  1
 -8.0032109099009e-001   -7.7083135971010e+000    5.4828643569151e+000   =    2.7090935056e+003  @     20952        19  1
 -8.0032092062122e-001   -7.0835064510709e+000   -1.4251283157336e+000   =    2.7090935056e+003  @     20962        19  1
  4.8580568094140e+000   -8.0032104752419e-001    5.4828644835446e+000   =    2.7090935056e+003  @     20973        19  1
  5.4828643744927e+000   -8.0032121112286e-001   -1.4251284760528e+000   =    2.7090935056e+003  @     20985        19  1
  4.8580563295732e+000   -7.0835064802766e+000   -7.0835063073335e+000   =    2.7090935056e+003  @     29195        26  1
  5.4828645172345e+000    5.4828642642695e+000    4.8580570090859e+000   =    2.7090935056e+003  @     29209        26  1
 -8.0032115579026e-001   -7.0835065224564e+000    4.8580569258992e+000   =    2.7090935056e+003  @     29224        26  1
  5.4828641234934e+000   -7.0835063492182e+000    4.8580570810418e+000   =    2.7090935056e+003  @     35607        32  1
 -7.0835062903532e+000   -7.0835061517073e+000    4.8580568150794e+000   =    2.7090935056e+003  @     35624        32  1
 -1.4251284621692e+000   -8.0032110769022e-001   -7.0835065299340e+000   =    2.7090935056e+003  @     43763        39  1
  5.4828639775455e+000   -7.7083137520702e+000    5.4828640318308e+000   =    2.7090935056e+003  @     43782        39  1
  4.8580568305219e+000    5.4828641291419e+000   -8.0032115122631e-001   =    2.7090935056e+003  @     43802        39  1
 -7.0835065523744e+000   -1.4251281314157e+000    5.4828642395903e+000   =    2.7090935056e+003  @     43823        39  1
 -7.7083136970724e+000   -8.0032115421486e-001   -7.0835063391163e+000   =    2.7090935056e+003  @     49803        44  1
  5.4828641670463e+000   -7.0835063946004e+000   -1.4251286697886e+000   =    2.7090935056e+003  @     49826        44  1
 -1.4251283505201e+000   -8.0032105289610e-001   -8.0032092910832e-001   =    2.7090935056e+003  @     55589        50  1
  5.4828642006905e+000    4.8580567764746e+000   -7.0835062914311e+000   =    2.7090935056e+003  @     60814        55  1
 -8.0032124203484e-001    4.8580572069328e+000   -8.0032114433885e-001   =    2.7090935056e+003  @     67591        61  1
 -7.7083138831529e+000    5.4828642517968e+000    5.4828641803869e+000   =    2.7090935056e+003  @     67618        61  1
 -8.0032122237672e-001   -1.4251285268135e+000    5.4828642971974e+000   =    2.7090935056e+003  @     67646        61  1
 -7.0835065752194e+000    5.4828637538769e+000    4.8580568782542e+000   =    2.7090935056e+003  @     67675        61  1
  5.4828641508476e+000    4.8580565771264e+000    5.4828642825632e+000   =    2.7090935056e+003  @     74438        67  1
  4.8580570130136e+000   -8.0032110982635e-001   -8.0032105887706e-001   =    2.7090935056e+003  @     74469        67  1
  5.4828640348174e+000   -1.4251281448077e+000    5.4828642126452e+000   =    2.7090935056e+003  @     80834        73  1
  5.4828645856065e+000    4.8580571072316e+000   -8.0032130773305e-001   =    2.7090935056e+003  @     80867        73  1
  5.4828640397880e+000   -7.7083136468524e+000   -7.0835063934197e+000   =    2.7090935056e+003  @     87436        79  1
 -7.0835062000335e+000    4.8580569554554e+000   -7.0835066409863e+000   =    2.7090935056e+003  @     87471        79  1
 -7.7083139016290e+000   -8.0032094941470e-001   -8.0032073204941e-001   =    2.7090935056e+003  @     93776        86  1
 -7.0835064246512e+000   -7.7083139493147e+000    5.4828642465962e+000   =    2.7090935056e+003  @     93813        86  1
  5.4828642490388e+000    5.4828643248209e+000   -1.4251286132829e+000   =    2.7090935056e+003  @     98546        90  1
 -1.4251283303798e+000    5.4828642809597e+000   -8.0032120351913e-001   =    2.7090935056e+003  @    104278        95  1
 -1.4251283334821e+000   -8.0032110655438e-001    5.4828643190210e+000   =    2.7090935056e+003  @    110029       101  1
  5.4828638973304e+000   -7.0835065339753e+000   -7.7083149251301e+000   =    2.7090935055e+003  @    110070       101  1
 -8.0032114429419e-001   -8.0032105072729e-001   -1.4251284468437e+000   =    2.7090935056e+003  @    114880       105  1
 -7.0835064268103e+000    5.4828640943013e+000   -7.7083133799027e+000   =    2.7090935056e+003  @    119675       110  1
 -8.0032095678502e-001    4.8580568247567e+000   -7.0835066466540e+000   =    2.7090935056e+003  @    125808       115  1
 -7.7083137484039e+000   -7.0835065200302e+000   -7.0835065560747e+000   =    2.7090935056e+003  @    125853       115  1
 -1.4251282836897e+000   -7.0835062451402e+000   -8.0032117824325e-001   =    2.7090935056e+003  @    125899       115  1
 -8.0032082479877e-001   -1.4251285775848e+000   -8.0032089007730e-001   =    2.7090935056e+003  @    130918       120  1
 -7.0835061736566e+000   -7.0835053666694e+000   -1.4251285221114e+000   =    2.7090935055e+003  @    130966       120  1
 -8.0032137819552e-001   -7.0835063911475e+000   -7.7083133085766e+000   =    2.7090935056e+003  @    151984       140  1
 -7.0835062444429e+000    4.8580568357024e+000    5.4828645916385e+000   =    2.7090935056e+003  @    152034       140  1
 -7.0835065864615e+000   -8.0032099320840e-001   -1.4251283890944e+000   =    2.7090935056e+003  @    152085       140  1
 -7.0835064244439e+000   -7.7083137893868e+000   -8.0032084740360e-001   =    2.7090935056e+003  @    152137       140  1
 -7.7083132970580e+000    5.4828641603346e+000   -8.0032091763543e-001   =    2.7090935056e+003  @    152190       140  1
 -7.0835066186041e+000   -7.7083138319000e+000   -7.0835063808384e+000   =    2.7090935056e+003  @    165306       153  1
  4.8580569355628e+000   -8.0032131111556e-001   -7.0835062494048e+000   =    2.7090935056e+003  @    211574       199  1
 -7.7083138303755e+000   -8.0032116640641e-001    5.4828639034189e+000   =    2.7090935056e+003  @    211630       199  1
 -8.0032092820683e-001   -7.7083134930282e+000   -7.0835064165306e+000   =    2.7090935056e+003  @    211687       199  1
 -7.0835063960680e+000   -1.4251284134354e+000   -8.0032128277430e-001   =    2.7090935056e+003  @    248411       236  1
 -1.4251284261240e+000    5.4828641159405e+000   -7.0835062276730e+000   =    2.7090935056e+003  @    248470       236  1
  5.4828642290171e+000    5.4828641722695e+000   -7.7083137732757e+000   =    2.7090935056e+003  @    248530       236  1
 -8.0032111886306e-001   -8.0032114605463e-001   -7.7083138253385e+000   =    2.7090935056e+003  @    248591       236  1
  5.4828641099391e+000   -8.0032114611176e-001   -7.7083136476516e+000   =    2.7090935056e+003  @    248653       236  1
  4.8580568058262e+000   -7.0835065848602e+000   -8.0032106506274e-001   =    2.7090935056e+003  @    248716       236  1
 -7.7083138132599e+000    5.4828642589698e+000   -7.0835064659393e+000   =    2.7090935056e+003  @    248780       236  1
 -8.0032126335437e-001   -7.7083136629336e+000   -8.0032099324275e-001   =    2.7090935056e+003  @    372280       367  1
 -7.7083137785055e+000   -7.0835064371074e+000    5.4828642801316e+000   =    2.7090935056e+003  @    372346       367  1
 -1.4251285791448e+000    5.4828641408650e+000    5.4828643217935e+000   =    2.7090935056e+003  @    372413       367  1
 -8.0032118121918e-001   -8.0032097426399e-001    4.8580569643914e+000   =    2.7090935056e+003  @    372481       367  1
 -7.0835063489873e+000    5.4828639758202e+000   -1.4251286333963e+000   =    2.7090935056e+003  @    372550       368  1
 -8.0032113010686e-001    5.4828642619784e+000   -1.4251283720617e+000   =    2.7090935056e+003  @    372620       368  1
 -1.4251284498952e+000   -7.0835064258600e+000   -7.0835064638714e+000   =    2.7090935056e+003  @    372691       368  1
  5.4828642181497e+000   -1.4251283833486e+000   -8.0032104993674e-001   =    2.7090935056e+003  @    372763       368  1
  4.8580570258814e+000    5.4828642441739e+000    5.4828643198043e+000   =    2.7090935056e+003  @    399682       405  1
