 -7.7083137870166e+000   -7.0835061128649e+000   =    1.8673090883e+002  @      4789         4  1
 -1.4251284512085e+000   -8.0032102953682e-001   =    1.8673090883e+002  @      4790         4  1
 -8.0032103594076e-001   -1.4251281620158e+000   =    1.8673090883e+002  @      4792         4  1
 -7.7083140470209e+000   -8.0032121607662e-001   =    1.8673090883e+002  @      4795         4  1
 -7.0835063847368e+000   -1.4251283845909e+000   =    1.8673090883e+002  @      4799         4  1
  4.8580568544663e+000    5.4828643291928e+000   =    1.8673090883e+002  @      4804         4  1
 -8.0032122049342e-001   -7.7083133867253e+000   =    1.8673090883e+002  @      4810         4  1
  5.4828640189716e+000    4.8580570108626e+000   =    1.8673090883e+002  @      4817         4  1
 -7.0835064882395e+000    4.8580569509152e+000   =    1.8673090883e+002  @      9068         7  1
  4.8580570673423e+000   -8.0032091612075e-001   =    1.8673090883e+002  @      9077         7  1
  5.4828640677478e+000   -1.4251282677958e+000   =    1.8673090883e+002  @      9087         7  1
  4.8580562375773e+000   -7.0835063873258e+000   =    1.8673090883e+002  @      9098         7  1
 -1.4251284479747e+000   -7.0835065226559e+000   =    1.8673090883e+002  @     18202        15  1
 -7.0835066410948e+000   -7.7083136045708e+000   =    1.8673090883e+002  @     18215        15  1
 -1.4251285607497e+000    5.4828644641553e+000   =    1.8673090883e+002  @     18229        15  1
 -8.0032093067943e-001    4.8580566070212e+000   =    1.8673090883e+002  @     18244        15  1
 -7.7083137852751e+000    5.4828644131788e+000   =    1.8673090883e+002  @     18260        15  1
  5.4828640750268e+000   -7.7083136595849e+000   =    1.8673090883e+002  @     23854        19  1
