  1.6666663717143e-001    3.7500001894627e-001   =   -2.0000000000e+000  @      4087         2  1
  8.3333331328795e-001    3.7499996947804e-001   =   -2.0000000000e+000  @      4088         2  1
  5.0000001434877e-001    3.7500000360660e-001   =   -2.0000000000e+000  @      4090         2  1
  5.0000001660484e-001    8.7499997928063e-001   =   -2.0000000000e+000  @      4093         2  1
  5.0000002379582e-001    1.2500001200569e-001   =   -2.0000000000e+000  @      4097         2  1
  1.6666668012401e-001    1.2500001160796e-001   =   -2.0000000000e+000  @      4102         2  1
  8.3333332958724e-001    8.7500000016977e-001   =   -2.0000000000e+000  @      4108         2  1
  8.3333326952847e-001    6.2499997890820e-001   =   -2.0000000000e+000  @      4115         2  1
  4.9999998671934e-001    6.2500004864348e-001   =   -2.0000000000e+000  @      4123         2  1
  1.6666666449576e-001    8.7500002610563e-001   =   -2.0000000000e+000  @      4132         2  1
  8.3333329307419e-001    1.2499999604285e-001   =   -2.0000000000e+000  @      4142         2  1
  1.6666667565627e-001    6.2500002055267e-001   =   -2.0000000000e+000  @      4153         2  1
