1	1	1	1	1	
1	1	1	1	1	
1	1	1	1	1	
1	1	1	1	1	
1	1	1	1	1	
0.668889	0.668889	0.668889	0.668889	0	
0.276111	0.276111	0.276111	0.275556	0.275	
0.364691	0.364691	0.364691	0.364691	0.362963	
0.0656481	0.0656481	0.0656481	0.0655556	0.0650926	
1	1	1	1	1	
0.666667	0.666667	0.666667	0.666667	0.666667	
0.635	0.6275	0.6275	0.6175	0.6175	
0.666667	0.666667	0.666667	0.666667	0.666667	
0.666667	0.666667	0.666667	0.666667	0.666667	
0.4125	0.4075	0.405	0.4	0.4	
0.666667	0.666667	0.666667	0.666667	0.666667	
0.2875	0.2825	0.2825	0.28	0.28	
0.516667	0.513333	0.506667	0.506667	0.506667	
0.23	0.2175	0.2025	0.19	0.18	
0.23	0.23	0.23	0.23	0.23	
