0.079697 = 0.99999982 @ 12753 2756
0.079702 = 0.99999982 @ 6744 1400
0.079734 = 0.99999812 @ 30764 7364
0.079818 = 0.99997934 @ 49460 12842
0.079536 = 0.99996021 @ 48224 12464
0.079884 = 0.99994987 @ 49356 12802
0.079949 = 0.99990828 @ 47496 12242
0.079386 = 0.99985394 @ 49675 12916
0.079352 = 0.99982133 @ 47961 12379
0.079318 = 0.99978465 @ 44918 11557
0.080305 = 0.99945925 @ 49445 12838
0.079062 = 0.99939823 @ 45993 11816
0.078875 = 0.99899206 @ 48071 12410
0.080786 = 0.99826448 @ 42330 10759
0.078508 = 0.99789554 @ 47666 12285
0.080899 = 0.99788664 @ 49418 12821
0.080905 = 0.99786507 @ 49413 12819
0.080967 = 0.99764183 @ 45846 11783
0.078319 = 0.99717396 @ 49778 12949
0.078296 = 0.99708207 @ 47787 12320
0.081177 = 0.99679696 @ 48537 12556
0.081549 = 0.99498808 @ 47962 12379
0.077770 = 0.99447792 @ 48696 12606
0.081716 = 0.99404914 @ 44594 11467
0.077481 = 0.99269988 @ 46557 11968
0.082106 = 0.99154683 @ 47789 12322
0.082327 = 0.98993155 @ 48644 12589
0.076858 = 0.98802692 @ 49089 12713
0.082905 = 0.98507429 @ 49826 12967
0.082905 = 0.98507355 @ 46479 11946
0.076469 = 0.98453321 @ 49816 12960
0.083030 = 0.98390128 @ 49589 12886
0.083046 = 0.98374936 @ 48347 12496
0.075733 = 0.97671198 @ 48077 12411
0.083948 = 0.97400353 @ 49194 12743
0.075040 = 0.96792432 @ 47161 12123
0.084616 = 0.96538037 @ 49200 12744
0.074306 = 0.95711979 @ 44830 11532
0.085193 = 0.95702668 @ 48905 12662
0.074126 = 0.95425720 @ 47596 12267
0.246277 = 0.94868931 @ 49643 12907
0.246283 = 0.94868930 @ 41309 10457
0.246270 = 0.94868926 @ 48406 12517
0.246270 = 0.94868926 @ 47692 12299
0.246301 = 0.94868890 @ 47501 12244
0.246324 = 0.94868767 @ 37658 9417
0.246179 = 0.94868138 @ 49458 12841
0.246383 = 0.94868061 @ 48353 12498
0.246155 = 0.94867712 @ 49980 13007
0.246154 = 0.94867699 @ 46994 12072
0.246527 = 0.94864027 @ 47806 12326
0.246015 = 0.94863367 @ 49518 12860
0.245988 = 0.94862207 @ 47168 12124
0.246580 = 0.94861705 @ 41214 10427
0.246707 = 0.94854306 @ 49447 12838
0.245848 = 0.94854126 @ 49487 12851
0.246808 = 0.94846556 @ 49457 12841
0.245705 = 0.94842628 @ 46458 11940
0.245575 = 0.94829423 @ 49803 12956
0.247058 = 0.94820569 @ 48290 12481
0.245427 = 0.94810959 @ 48600 12578
0.247197 = 0.94801753 @ 49113 12718
0.245186 = 0.94773564 @ 47057 12090
0.244919 = 0.94721307 @ 48600 12579
0.247815 = 0.94681056 @ 49976 13006
0.244673 = 0.94662946 @ 49678 12917
0.244673 = 0.94662946 @ 47877 12347
0.248116 = 0.94600339 @ 47207 12140
0.248326 = 0.94535697 @ 46496 11951
0.248453 = 0.94493254 @ 49838 12971
0.248525 = 0.94468086 @ 49956 13001
0.243872 = 0.94406507 @ 49764 12945
0.243654 = 0.94319035 @ 49152 12733
0.249298 = 0.94146126 @ 49544 12867
0.249329 = 0.94131528 @ 46354 11914
0.243047 = 0.94035900 @ 47349 12189
0.243018 = 0.94020926 @ 48822 12642
0.249675 = 0.93955550 @ 48964 12680
0.249865 = 0.93851408 @ 48795 12634
0.073187 = 0.93781719 @ 49558 12877
0.073177 = 0.93762865 @ 49466 12844
0.250100 = 0.93714677 @ 49427 12823
0.242459 = 0.93706166 @ 48334 12493
0.241735 = 0.93225518 @ 49336 12791
0.241727 = 0.93220255 @ 48805 12637
0.251060 = 0.93068757 @ 49852 12975
0.072650 = 0.92736410 @ 49646 12908
0.086963 = 0.92632831 @ 47521 12249
0.240717 = 0.92414189 @ 45583 11722
0.240683 = 0.92383641 @ 49283 12776
0.240682 = 0.92383506 @ 49433 12825
0.251926 = 0.92369057 @ 49154 12734
0.252072 = 0.92239559 @ 48191 12455
0.072279 = 0.91971072 @ 49179 12739
0.252543 = 0.91803426 @ 49110 12717
0.239395 = 0.91126249 @ 49680 12918
0.071861 = 0.91067899 @ 49935 12994
0.087988 = 0.90530471 @ 48779 12624
0.087988 = 0.90530470 @ 45320 11659
0.238825 = 0.90491058 @ 48658 12591
0.253847 = 0.90429595 @ 47922 12360
0.254123 = 0.90109115 @ 49441 12827
0.238150 = 0.89679628 @ 49552 12875
0.237906 = 0.89369568 @ 47053 12089
0.255069 = 0.88931311 @ 49838 12971
0.088964 = 0.88329451 @ 49787 12951
0.088964 = 0.88327718 @ 48621 12583
0.088989 = 0.88268616 @ 49824 12966
0.255897 = 0.87806430 @ 49426 12823
0.235813 = 0.86384454 @ 49538 12866
0.235806 = 0.86372283 @ 48326 12490
0.069838 = 0.86107121 @ 47178 12127
0.257048 = 0.86100814 @ 46717 12005
0.235199 = 0.85399222 @ 49711 12931
0.069344 = 0.84756908 @ 48477 12533
0.069216 = 0.84399304 @ 46359 11915
0.090944 = 0.83326997 @ 43219 11046
0.090944 = 0.83326997 @ 48998 12694
0.233261 = 0.81999064 @ 48919 12671
0.259662 = 0.81670874 @ 49671 12915
0.259692 = 0.81617311 @ 49690 12921
0.232688 = 0.80913023 @ 48782 12631
0.232358 = 0.80271126 @ 48574 12573
0.092167 = 0.79935379 @ 49221 12750
0.092197 = 0.79848379 @ 49379 12809
0.231459 = 0.78468077 @ 49755 12943
0.092964 = 0.77619796 @ 49834 12969
0.449495 = 0.77081524 @ 49291 12778
0.449493 = 0.77081524 @ 30742 7352
0.449504 = 0.77081520 @ 48343 12495
0.449485 = 0.77081518 @ 49633 12904
0.449507 = 0.77081517 @ 42988 10972
0.449481 = 0.77081514 @ 46053 11831
0.449555 = 0.77081356 @ 49442 12828
0.449424 = 0.77081275 @ 49296 12780
0.449574 = 0.77081230 @ 42934 10958
0.449227 = 0.77078070 @ 49461 12842
0.449225 = 0.77077995 @ 44580 11462
0.449785 = 0.77077511 @ 43872 11237
0.449187 = 0.77076950 @ 48193 12456
0.449875 = 0.77074621 @ 48991 12687
0.449999 = 0.77069354 @ 49748 12941
0.448978 = 0.77068623 @ 48332 12492
0.450076 = 0.77065365 @ 47932 12363
