-1.561815 4.399586 3.285031 -2.132722 -3.676005 2.156156 1.185347 0.074639 -1.570157 2.519096 = -0.00008412 @ 398051 271866
-1.561179 4.400229 3.284984 -2.132719 -3.676114 2.156478 1.185102 0.075093 -1.569653 2.519388 = -0.00013287 @ 399628 272826
-1.561478 4.399626 3.285184 -2.132719 -3.675888 2.156389 1.185674 0.074389 -1.569646 2.519448 = -0.00014145 @ 398047 271864
-1.561478 4.399626 3.285184 -2.132719 -3.675888 2.156389 1.185674 0.074359 -1.569646 2.519448 = -0.00014452 @ 397545 271564
-1.562139 4.399962 3.284984 -2.132719 -3.675865 2.156657 1.185143 0.074559 -1.569652 2.519388 = -0.00015849 @ 392131 268160
-1.561698 4.400229 3.284984 -2.132719 -3.675446 2.156062 1.185176 0.074564 -1.569653 2.519388 = -0.00017948 @ 384746 263709
-1.561843 4.399962 3.284798 -2.132719 -3.676765 2.156657 1.185248 0.074559 -1.569653 2.519120 = -0.00019125 @ 398686 272261
-1.561179 4.400229 3.284984 -2.132719 -3.675446 2.156062 1.185176 0.074564 -1.569653 2.519388 = -0.00019605 @ 394990 270031
-1.561179 4.400229 3.284985 -2.132989 -3.675446 2.156062 1.185176 0.074564 -1.569653 2.519388 = -0.00020672 @ 399839 272954
-1.561698 4.400229 3.284984 -2.132719 -3.675851 2.155669 1.185176 0.074564 -1.569402 2.519388 = -0.00022451 @ 398801 272332
-1.561579 4.399698 3.284808 -2.132719 -3.675446 2.156062 1.185176 0.074714 -1.569397 2.519249 = -0.00025017 @ 391213 267603
-1.562118 4.399592 3.285301 -2.132719 -3.675979 2.156276 1.185299 0.074786 -1.570325 2.518509 = -0.00025381 @ 397098 271278
-1.561428 4.400229 3.284984 -2.132719 -3.675446 2.156062 1.185176 0.074564 -1.569412 2.519666 = -0.00026122 @ 393750 269261
-1.561698 4.400229 3.284984 -2.132719 -3.677030 2.155758 1.185176 0.074909 -1.569653 2.519388 = -0.00029087 @ 395644 270427
-1.562139 4.399962 3.284798 -2.132719 -3.676765 2.156657 1.185249 0.074559 -1.569653 2.518750 = -0.00029291 @ 388437 265887
-1.561698 4.400229 3.284984 -2.132795 -3.675865 2.155360 1.185143 0.075032 -1.569653 2.519388 = -0.00029315 @ 392578 268461
-1.560976 4.399350 3.285031 -2.132788 -3.676112 2.156465 1.185110 0.074991 -1.569397 2.518811 = -0.00030723 @ 383599 263002
-1.560976 4.399350 3.285031 -2.132788 -3.676112 2.156465 1.185110 0.074991 -1.569397 2.518811 = -0.00030723 @ 394761 269895
-1.560976 4.399345 3.285031 -2.132788 -3.676112 2.156465 1.185110 0.074991 -1.569397 2.518811 = -0.00030833 @ 399152 272541
-1.562118 4.399592 3.285301 -2.132719 -3.675979 2.156276 1.185110 0.074991 -1.569397 2.518509 = -0.00032147 @ 399699 272869
-1.561706 4.400601 3.284984 -2.132795 -3.675087 2.156376 1.185027 0.074714 -1.570335 2.519388 = -0.00033027 @ 390538 267188
-1.561860 4.399954 3.284388 -2.132719 -3.676937 2.156637 1.185251 0.074700 -1.569641 2.519108 = -0.00034260 @ 399442 272717
-1.562139 4.400058 3.284984 -2.132719 -3.676449 2.157045 1.185165 0.074559 -1.569652 2.518509 = -0.00036618 @ 395109 270107
-1.561190 4.400635 3.284877 -2.132917 -3.675446 2.155390 1.185315 0.074879 -1.570507 2.518321 = -0.00062208 @ 399996 273046
-1.562139 4.399962 3.286773 -2.133192 -3.675809 2.156472 1.185249 0.074559 -1.569653 2.518750 = -0.00063175 @ 396451 270901
-1.562139 4.399962 3.286773 -2.132719 -3.676765 2.156657 1.185249 0.074559 -1.569653 2.519666 = -0.00064140 @ 391723 267906
-1.561815 4.399586 3.285031 -2.132795 -3.675087 2.154909 1.185347 0.074639 -1.570157 2.519096 = -0.00066941 @ 390704 267288
-1.562109 4.399350 3.286069 -2.132714 -3.677285 2.156376 1.185027 0.074559 -1.569157 2.518750 = -0.00070671 @ 391141 267558
-1.560976 4.399698 3.286773 -2.132719 -3.675446 2.155882 1.185176 0.074714 -1.570456 2.518682 = -0.00070776 @ 391330 267672
-1.561988 4.400828 3.284985 -2.132719 -3.677392 2.156449 1.185193 0.073838 -1.569397 2.518762 = -0.00071218 @ 393364 268958
-1.560976 4.399698 3.286294 -2.132719 -3.675446 2.156062 1.186525 0.074714 -1.569397 2.519388 = -0.00079470 @ 382003 262009
-1.560979 4.399172 3.285913 -2.132719 -3.676392 2.156129 1.184984 0.074789 -1.571698 2.518945 = -0.00085370 @ 399438 272713
-1.560713 4.399223 3.286564 -2.132719 -3.676765 2.156156 1.184994 0.074631 -1.571723 2.519006 = -0.00121284 @ 398379 272067
-1.562797 4.401088 3.284800 -2.132719 -3.675658 2.156616 1.184752 0.074493 -1.569077 2.520545 = -0.00124951 @ 396825 271119
-1.561328 4.401048 3.284027 -2.132719 -3.675919 2.155651 1.185265 0.073838 -1.571796 2.519388 = -0.00130042 @ 398785 272320
-1.561785 4.400201 3.284999 -2.132719 -3.678940 2.156038 1.185457 0.075114 -1.570147 2.519213 = -0.00158631 @ 397417 271489
-1.562109 4.399350 3.286069 -2.132513 -3.675087 2.156376 1.185027 0.074776 -1.569962 2.521547 = -0.00159813 @ 388728 266058
-1.561698 4.400229 3.284984 -2.132795 -3.678992 2.155969 1.185143 0.075032 -1.569653 2.519388 = -0.00166060 @ 398252 271987
-1.561706 4.399118 3.285031 -2.135276 -3.675087 2.156376 1.185180 0.075032 -1.569653 2.519388 = -0.00168499 @ 397075 271265
-1.560834 4.399698 3.286294 -2.132719 -3.676856 2.156043 1.185236 0.072469 -1.571511 2.518982 = -0.00168921 @ 399076 272497
-1.561935 4.399502 3.285057 -2.132664 -3.677838 2.158343 1.184683 0.075610 -1.569674 2.519408 = -0.00171859 @ 394109 269509
-1.561706 4.400229 3.282697 -2.132719 -3.677392 2.156449 1.185193 0.073838 -1.569397 2.519388 = -0.00174774 @ 390334 267063
-1.562139 4.402201 3.286773 -2.132719 -3.676765 2.156465 1.185249 0.074559 -1.570333 2.520415 = -0.00175426 @ 399809 272935
-1.562109 4.399350 3.286069 -2.132513 -3.675087 2.156376 1.185027 0.074909 -1.569157 2.521547 = -0.00177889 @ 376648 258692
-1.560978 4.400389 3.285024 -2.132734 -3.675809 2.156472 1.185107 0.075111 -1.572752 2.517962 = -0.00194276 @ 398799 272331
-1.560759 4.399294 3.284817 -2.132721 -3.675919 2.156210 1.185147 0.071649 -1.569931 2.519413 = -0.00194310 @ 396303 270814
-1.562797 4.398313 3.284715 -2.132719 -3.677809 2.156270 1.185347 0.074493 -1.569077 2.520545 = -0.00196288 @ 394228 269577
-1.560834 4.399189 3.286681 -2.132719 -3.676856 2.156043 1.185236 0.072469 -1.571511 2.518982 = -0.00198305 @ 397545 271564
-1.561305 4.400032 3.284846 -2.132719 -3.675940 2.156474 1.185102 0.071914 -1.569412 2.520654 = -0.00198468 @ 396227 270770
-1.562797 4.398313 3.284715 -2.132719 -3.677809 2.156270 1.184628 0.074493 -1.569077 2.520545 = -0.00203799 @ 395373 270266
-1.562797 4.398313 3.284715 -2.132719 -3.677809 2.156270 1.184628 0.074493 -1.569077 2.520545 = -0.00203799 @ 397376 271465
-1.560865 4.399698 3.284808 -2.132719 -3.675446 2.156062 1.185176 0.074714 -1.572807 2.518000 = -0.00206981 @ 397587 271589
-1.561428 4.400377 3.284798 -2.132719 -3.676114 2.156478 1.185102 0.071479 -1.569412 2.519666 = -0.00208682 @ 396206 270758
-1.561698 4.400229 3.284984 -2.132837 -3.679401 2.156033 1.185292 0.075032 -1.569653 2.519388 = -0.00212417 @ 399908 272994
-1.560864 4.399118 3.285031 -2.132788 -3.676114 2.156478 1.185102 0.075093 -1.572807 2.518000 = -0.00215586 @ 385350 264063
-1.560713 4.399529 3.284826 -2.132722 -3.676005 2.156156 1.185413 0.071908 -1.571723 2.519006 = -0.00215805 @ 396480 270917
-1.561733 4.400389 3.285024 -2.132734 -3.675968 2.155065 1.185988 0.077674 -1.569901 2.519415 = -0.00219037 @ 386885 264924
-1.561785 4.401088 3.282246 -2.133180 -3.675631 2.155743 1.185190 0.074909 -1.569653 2.519213 = -0.00219695 @ 399888 272983
-1.563161 4.401048 3.284027 -2.132719 -3.676070 2.154948 1.185995 0.076404 -1.570333 2.518455 = -0.00223853 @ 378755 259970
-1.563161 4.401048 3.284027 -2.132719 -3.676070 2.154948 1.185995 0.076404 -1.570333 2.518455 = -0.00223853 @ 399995 273045
-1.561706 4.398110 3.286069 -2.130236 -3.675087 2.156376 1.185180 0.075032 -1.569653 2.519388 = -0.00224636 @ 394103 269505
-1.561428 4.400377 3.284798 -2.132719 -3.675446 2.156788 1.184747 0.071479 -1.569412 2.519666 = -0.00226070 @ 387076 265048
-1.561159 4.400993 3.286057 -2.132795 -3.675446 2.156062 1.185675 0.074484 -1.567082 2.517952 = -0.00247696 @ 398316 272031
-1.562645 4.400534 3.285395 -2.132714 -3.677285 2.156406 1.182064 0.074559 -1.569653 2.518750 = -0.00248620 @ 397144 271315
-1.560713 4.399223 3.286564 -2.132719 -3.676765 2.156156 1.185238 0.071908 -1.571723 2.519006 = -0.00254366 @ 397128 271300
-1.562229 4.400584 3.285369 -2.133818 -3.677157 2.156550 1.182013 0.074520 -1.569653 2.518897 = -0.00254781 @ 399355 272664
-1.562702 4.398325 3.284798 -2.130701 -3.677809 2.156096 1.184907 0.075973 -1.569903 2.519026 = -0.00255917 @ 393458 269035
-1.561159 4.400993 3.286057 -2.132719 -3.675446 2.155758 1.184450 0.074484 -1.567082 2.517952 = -0.00258265 @ 398209 271962
-1.561698 4.400229 3.285036 -2.133192 -3.675212 2.156567 1.185675 0.078142 -1.569653 2.519388 = -0.00259427 @ 397219 271364
-1.561432 4.400389 3.285024 -2.132513 -3.675087 2.156462 1.185302 0.078142 -1.569653 2.519388 = -0.00259775 @ 399044 272476
-1.561698 4.400229 3.285805 -2.132512 -3.675224 2.156019 1.185675 0.078142 -1.569653 2.519388 = -0.00260991 @ 390797 267350
4.139656 2.478811 2.670986 -4.522420 3.639789 1.853137 -4.341652 0.610319 4.009905 -3.297387 = -0.00269037 @ 398428 272094
4.140094 2.478816 2.671091 -4.522646 3.639793 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00288490 @ 391212 267602
-1.561328 4.400229 3.285289 -2.136104 -3.677392 2.154896 1.185193 0.073838 -1.569653 2.519388 = -0.00296440 @ 391814 267960
-1.561698 4.400229 3.284984 -2.132524 -3.672320 2.155758 1.185027 0.075032 -1.569653 2.519388 = -0.00298771 @ 397881 271760
4.139662 2.478575 2.670428 -4.523436 3.639793 1.853054 -4.341706 0.612186 4.009043 -3.297141 = -0.00303018 @ 398432 272096
-1.559674 4.398313 3.284715 -2.132719 -3.674977 2.156062 1.185675 0.075836 -1.568291 2.520983 = -0.00307706 @ 387236 265148
-1.559674 4.398313 3.284715 -2.132719 -3.674977 2.156062 1.185675 0.075836 -1.568291 2.520983 = -0.00307709 @ 399979 273036
4.139656 2.478811 2.670986 -4.522420 3.639789 1.853137 -4.341652 0.612188 4.009388 -3.296939 = -0.00308160 @ 385600 264203
4.139656 2.478720 2.671091 -4.522054 3.639793 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00315307 @ 399143 272536
4.139656 2.478816 2.669264 -4.522646 3.640259 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00315810 @ 389806 266735
4.139656 2.478816 2.669264 -4.522646 3.640259 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00315810 @ 391392 267710
4.139656 2.478816 2.669264 -4.522646 3.640259 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00315810 @ 391799 267951
4.139656 2.478816 2.671091 -4.522646 3.639793 1.853054 -4.341706 0.612186 4.010395 -3.296904 = -0.00322210 @ 389761 266705
4.139656 2.478811 2.668538 -4.522646 3.639789 1.853137 -4.341652 0.612186 4.009264 -3.296939 = -0.00324661 @ 398850 272361
4.139656 2.478816 2.671091 -4.522054 3.639793 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00325899 @ 388733 266060
4.139656 2.478816 2.671091 -4.522054 3.639793 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00325899 @ 397574 271580
4.139656 2.478816 2.671091 -4.522054 3.639793 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00325899 @ 398871 272373
4.139656 2.478816 2.671091 -4.522054 3.639793 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00325899 @ 395068 270076
4.139656 2.478816 2.671091 -4.522054 3.639793 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00325901 @ 385959 264409
4.139656 2.478816 2.671091 -4.522054 3.639793 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00325901 @ 395920 270588
4.139656 2.478816 2.671091 -4.522054 3.639793 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00325901 @ 391308 267660
4.139656 2.478816 2.671091 -4.522646 3.639793 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00326213 @ 389748 266697
-1.561328 4.398668 3.285289 -2.136104 -3.676551 2.154896 1.185249 0.074559 -1.569653 2.518020 = -0.00329891 @ 393760 269269
-1.561159 4.399957 3.284965 -2.132719 -3.675446 2.156465 1.185110 0.075907 -1.566374 2.517952 = -0.00332388 @ 398355 272053
-1.557909 4.399576 3.284813 -2.132714 -3.675947 2.154375 1.185286 0.074889 -1.569946 2.518801 = -0.00332781 @ 399244 272599
-1.561229 4.400305 3.285401 -2.132811 -3.674758 2.156393 1.185174 0.075014 -1.566124 2.518943 = -0.00338369 @ 395638 270423
-1.562797 4.398313 3.284715 -2.132719 -3.677809 2.156270 1.188076 0.075434 -1.569653 2.520545 = -0.00348481 @ 399914 272997
-1.561328 4.398668 3.284965 -2.136104 -3.674843 2.154896 1.185249 0.075434 -1.569211 2.519022 = -0.00348661 @ 399880 272977
-1.564215 4.401414 3.286578 -2.134096 -3.676942 2.156168 1.185299 0.074786 -1.569478 2.517188 = -0.00350822 @ 394550 269767
4.139656 2.478816 2.671091 -4.522646 3.640259 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00356073 @ 389147 266334
4.139656 2.478816 2.671091 -4.522646 3.640259 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00356073 @ 394624 269813
-1.557752 4.400127 3.284808 -2.132719 -3.675446 2.156062 1.185116 0.075158 -1.571796 2.518679 = -0.00356792 @ 390606 267228
-1.561328 4.401048 3.284027 -2.135563 -3.678878 2.155651 1.185193 0.073838 -1.569653 2.519388 = -0.00359954 @ 398007 271835
4.139656 2.478816 2.671091 -4.522054 3.638771 1.853633 -4.340568 0.612186 4.009264 -3.296904 = -0.00361206 @ 398902 272391
4.139656 2.478816 2.671091 -4.522054 3.638771 1.853633 -4.340568 0.612186 4.009264 -3.296904 = -0.00361206 @ 399938 273012
-1.561992 4.400229 3.282697 -2.132870 -3.677392 2.156149 1.185204 0.075007 -1.573165 2.518430 = -0.00361691 @ 399967 273030
-1.563130 4.399720 3.285196 -2.132377 -3.672344 2.155905 1.184994 0.074631 -1.569041 2.518893 = -0.00362502 @ 396470 270912
-1.563130 4.399720 3.285196 -2.132377 -3.672344 2.155905 1.184994 0.074631 -1.569041 2.518893 = -0.00362502 @ 396393 270867
-1.563130 4.399720 3.285196 -2.132377 -3.672344 2.155905 1.184994 0.074631 -1.569041 2.518893 = -0.00362502 @ 397355 271452
-1.561815 4.403408 3.283279 -2.132764 -3.675087 2.154909 1.185347 0.074639 -1.570157 2.519096 = -0.00369334 @ 399906 272993
4.139656 2.478816 2.669264 -4.522646 3.640885 1.853054 -4.341706 0.612186 4.009264 -3.296904 = -0.00377249 @ 391871 268000
4.139662 2.478575 2.670428 -4.523436 3.639365 1.853433 -4.340197 0.612186 4.009043 -3.297141 = -0.00377518 @ 374638 257470
4.139662 2.478575 2.670428 -4.523436 3.639365 1.853433 -4.340197 0.612186 4.009043 -3.297387 = -0.00378290 @ 385208 263981
-1.557752 4.400127 3.284808 -2.132719 -3.675919 2.154861 1.185265 0.075158 -1.571796 2.518679 = -0.00384484 @ 397335 271436
4.139656 2.479250 2.669882 -4.523436 3.639451 1.853179 -4.340281 0.610319 4.009905 -3.297387 = -0.00393626 @ 395117 270112
-1.562346 4.399652 3.284840 -2.132795 -3.675737 2.156856 1.185675 0.078142 -1.569653 2.521860 = -0.00400776 @ 399934 273010
-1.561843 4.399949 3.285031 -2.132788 -3.676112 2.156062 1.184450 0.075907 -1.565695 2.519120 = -0.00404976 @ 397520 271550
1.760053 1.596175 -4.309486 -2.485810 0.360744 -0.065609 4.341772 1.898957 -2.231120 -2.154647 = -0.00405892 @ 399921 273004
4.139656 2.478816 2.671091 -4.522054 3.638965 1.853324 -4.340042 0.612162 4.009382 -3.296916 = -0.00410420 @ 395162 270143
1.760053 1.596170 -4.309506 -2.485834 0.360744 -0.064951 4.342640 1.899833 -2.231077 -2.154647 = -0.00419047 @ 399956 273024
1.760053 1.596170 -4.309506 -2.485834 0.360744 -0.064951 4.342640 1.899833 -2.231077 -2.154647 = -0.00419051 @ 396493 270924
1.760053 1.596242 -4.309506 -2.485834 0.360744 -0.064951 4.342640 1.899833 -2.231120 -2.154647 = -0.00420821 @ 397153 271319
1.760053 1.596242 -4.309506 -2.485834 0.360744 -0.064951 4.342640 1.899833 -2.231077 -2.154647 = -0.00420894 @ 395885 270568
1.760053 1.596242 -4.309506 -2.485834 0.360744 -0.064951 4.342640 1.899833 -2.231077 -2.154647 = -0.00420894 @ 387599 265376
1.760053 1.596242 -4.309506 -2.485834 0.360744 -0.064951 4.342640 1.899833 -2.231077 -2.154647 = -0.00420894 @ 395604 270403
1.760053 1.596242 -4.309506 -2.485834 0.360744 -0.064951 4.342640 1.899833 -2.231077 -2.154647 = -0.00420894 @ 395872 270560
-1.560864 4.399472 3.285031 -2.136104 -3.675037 2.158621 1.185249 0.074559 -1.569653 2.518000 = -0.00422497 @ 395907 270580
1.758071 1.596175 -4.309486 -2.485810 0.360744 -0.065609 4.341772 1.898957 -2.231347 -2.159114 = -0.00423738 @ 389981 266844
1.758071 1.596175 -4.309486 -2.485810 0.360744 -0.065609 4.341772 1.898957 -2.231347 -2.159114 = -0.00423738 @ 390845 267383
1.758071 1.596175 -4.309486 -2.485810 0.360744 -0.065609 4.341772 1.898957 -2.231347 -2.159114 = -0.00423738 @ 397341 271439
1.758073 1.596175 -4.309486 -2.485810 0.360744 -0.065609 4.341772 1.898957 -2.231347 -2.159114 = -0.00423768 @ 399559 272784
1.758071 1.596175 -4.309486 -2.485810 0.360744 -0.065609 4.341772 1.898957 -2.231398 -2.159114 = -0.00423898 @ 398042 271861
1.758071 1.596175 -4.309486 -2.485810 0.360744 -0.065609 4.341772 1.898957 -2.231347 -2.159131 = -0.00426441 @ 398992 272445
4.139656 2.479250 2.670428 -4.523436 3.639451 1.853179 -4.340281 0.609925 4.009905 -3.297387 = -0.00426919 @ 368876 254048
-1.561666 4.400764 3.284811 -2.134658 -3.679459 2.155375 1.185017 0.075097 -1.572427 2.518445 = -0.00429905 @ 396319 270823
-1.561992 4.400229 3.282697 -2.132719 -3.677392 2.156149 1.186981 0.075007 -1.573165 2.518430 = -0.00431313 @ 398840 272354
-1.562645 4.399468 3.285031 -2.132719 -3.671706 2.156308 1.184593 0.074181 -1.570520 2.520010 = -0.00432978 @ 397932 271791
1.758653 1.596175 -4.309486 -2.485810 0.360744 -0.065609 4.341772 1.898957 -2.231347 -2.159114 = -0.00440882 @ 396249 270781
1.760053 1.596242 -4.309506 -2.485536 0.360744 -0.065538 4.341772 1.899833 -2.231077 -2.154904 = -0.00450394 @ 394791 269913
-1.561159 4.400993 3.286057 -2.132719 -3.675446 2.155758 1.184450 0.075098 -1.565695 2.517952 = -0.00453678 @ 395247 270191
-3.395429 -3.316252 2.348302 2.062732 4.374038 3.120397 0.543882 -4.744032 3.613988 2.474945 = -0.00457412 @ 398529 272159
-3.395429 -3.316252 2.348306 2.062732 4.374038 3.120397 0.543882 -4.744032 3.613988 2.474945 = -0.00457759 @ 399686 272861
