7.706277 4.111207 4.111207 = 1.00000000 @ 387254 92565
7.706277 4.111207 7.706277 = 1.00000000 @ 388971 93069
4.111207 0.624228 4.111207 = 1.00000000 @ 390995 93665
4.111207 2.193280 7.706277 = 1.00000000 @ 391367 93775
4.111207 2.193280 1.170089 = 1.00000000 @ 391671 93863
7.706277 4.111207 1.170089 = 1.00000000 @ 391907 93939
7.706277 0.624228 4.111207 = 1.00000000 @ 392204 94027
7.706277 0.624228 4.111207 = 1.00000000 @ 392327 94065
2.193280 4.111207 7.706277 = 1.00000000 @ 392363 94073
7.706277 4.111207 7.706277 = 1.00000000 @ 392751 94110
7.706277 7.706277 1.170089 = 1.00000000 @ 392874 94131
7.706277 7.706277 1.170089 = 1.00000000 @ 392931 94151
2.193280 2.193280 2.193280 = 1.00000000 @ 392993 94168
2.193280 2.193280 2.193280 = 1.00000000 @ 393372 94285
7.706277 2.193280 2.193280 = 1.00000000 @ 393376 94287
7.706277 4.111207 2.193280 = 1.00000000 @ 393423 94303
7.706277 7.706277 7.706277 = 1.00000000 @ 393445 94308
7.706277 7.706277 4.111207 = 1.00000000 @ 393714 94396
7.706277 7.706277 4.111207 = 1.00000000 @ 393907 94454
2.193280 0.624228 4.111207 = 1.00000000 @ 393915 94455
7.706277 7.706277 4.111207 = 1.00000000 @ 394082 94503
4.111207 0.624228 4.111207 = 1.00000000 @ 394142 94523
4.111207 0.624228 4.111207 = 1.00000000 @ 394168 94528
7.706277 7.706277 2.193280 = 1.00000000 @ 394299 94546
7.706277 4.111207 4.111207 = 1.00000000 @ 394461 94567
7.706277 0.624228 2.193280 = 1.00000000 @ 394611 94620
7.706277 4.111207 7.706277 = 1.00000000 @ 394667 94637
7.706277 7.706277 2.193280 = 1.00000000 @ 394705 94651
7.706277 4.111207 7.706277 = 1.00000000 @ 394800 94680
7.706277 2.193280 7.706277 = 1.00000000 @ 394832 94690
4.111207 2.193280 1.170089 = 1.00000000 @ 394843 94693
4.111207 7.706277 7.706277 = 1.00000000 @ 394887 94706
7.706277 7.706277 7.706277 = 1.00000000 @ 394955 94726
7.706277 2.193280 2.193280 = 1.00000000 @ 395041 94749
2.193280 0.624228 4.111207 = 1.00000000 @ 395123 94772
4.111207 4.111207 2.193280 = 1.00000000 @ 395204 94799
4.111207 2.193280 7.706277 = 1.00000000 @ 395280 94826
4.111207 0.624228 1.170089 = 1.00000000 @ 395316 94838
7.706277 7.706277 7.706277 = 1.00000000 @ 395515 94912
7.706277 4.111207 1.170089 = 1.00000000 @ 395577 94937
2.193280 2.193280 1.170089 = 1.00000000 @ 395581 94938
2.193280 0.624228 1.170089 = 1.00000000 @ 395754 94997
4.111207 2.193280 1.170089 = 1.00000000 @ 395815 95014
7.706277 2.193280 7.706277 = 1.00000000 @ 395819 95015
2.193280 2.193280 1.170089 = 1.00000000 @ 395897 95042
2.193280 0.624228 7.706277 = 1.00000000 @ 395927 95051
7.706277 4.111207 2.193280 = 1.00000000 @ 396024 95099
4.111207 2.193280 4.111207 = 1.00000000 @ 396048 95106
7.706277 4.111207 2.193280 = 1.00000000 @ 396099 95119
7.706277 0.624228 2.193280 = 1.00000000 @ 396133 95130
2.193280 2.193280 1.170089 = 1.00000000 @ 396267 95160
4.111207 2.193280 1.170089 = 1.00000000 @ 396544 95229
4.111207 7.706277 7.706277 = 1.00000000 @ 396614 95252
2.193280 4.111207 7.706277 = 1.00000000 @ 396685 95272
2.193280 7.706277 4.111207 = 1.00000000 @ 396751 95290
2.193280 7.706277 1.170089 = 1.00000000 @ 396826 95317
4.111207 2.193280 2.193280 = 1.00000000 @ 396867 95328
2.193280 4.111207 2.193280 = 1.00000000 @ 396917 95345
2.193280 7.706277 4.111207 = 1.00000000 @ 397001 95370
2.193280 0.624228 1.170089 = 1.00000000 @ 397006 95372
4.111207 0.624228 2.193280 = 1.00000000 @ 397008 95373
7.706277 2.193280 1.170089 = 1.00000000 @ 397067 95398
7.706277 0.624228 1.170089 = 1.00000000 @ 397119 95414
4.111207 2.193280 2.193280 = 1.00000000 @ 397287 95457
2.193280 2.193280 2.193280 = 1.00000000 @ 397307 95467
7.706277 0.624228 2.193280 = 1.00000000 @ 397397 95489
7.706277 2.193280 1.170089 = 1.00000000 @ 397435 95499
2.193280 2.193280 7.706277 = 1.00000000 @ 397560 95533
0.333018 0.624228 2.193280 = 1.00000000 @ 397669 95564
7.706277 0.624228 7.706277 = 1.00000000 @ 397702 95576
4.111207 4.111207 7.706277 = 1.00000000 @ 397710 95578
7.706277 0.624228 2.193280 = 1.00000000 @ 397872 95636
4.111207 0.624228 7.706277 = 1.00000000 @ 397917 95652
4.111207 0.624228 7.706277 = 1.00000000 @ 397953 95664
2.193280 7.706277 2.193280 = 1.00000000 @ 397959 95666
0.333018 4.111207 4.111207 = 1.00000000 @ 397969 95669
2.193280 2.193280 7.706277 = 1.00000000 @ 397978 95672
4.111207 4.111207 7.706277 = 1.00000000 @ 398006 95683
4.111207 7.706277 4.111207 = 1.00000000 @ 398088 95707
7.706277 0.624228 7.706277 = 1.00000000 @ 398104 95710
2.193280 4.111207 4.111207 = 1.00000000 @ 398116 95716
2.193280 0.624228 2.193280 = 1.00000000 @ 398184 95741
4.111207 0.624228 2.193280 = 1.00000000 @ 398280 95766
4.111207 4.111207 4.111207 = 1.00000000 @ 398338 95787
4.111207 0.624228 7.706277 = 1.00000000 @ 398360 95792
4.111207 0.624228 1.170089 = 1.00000000 @ 398404 95805
4.111207 4.111207 1.170089 = 1.00000000 @ 398406 95805
4.111207 2.193280 7.706277 = 1.00000000 @ 398413 95807
4.111207 7.706277 2.193280 = 1.00000000 @ 398501 95836
4.111207 2.193280 4.111207 = 1.00000000 @ 398531 95845
