-1.561545 4.400017 3.285291 -2.132744 -3.676138 = -0.00000001 @ 395190 148158
-3.395115 -3.317310 2.346836 2.062939 4.371510 = -0.00000003 @ 389927 146595
-3.395115 -3.317310 2.346836 2.062939 4.371510 = -0.00000003 @ 383275 144589
-3.395115 -3.317311 2.346836 2.062939 4.371510 = -0.00000003 @ 383093 144534
-3.395115 -3.317311 2.346836 2.062939 4.371510 = -0.00000003 @ 381648 144087
4.141262 2.477005 2.669816 -4.522348 3.639004 = -0.00000004 @ 394378 147919
4.141262 2.477005 2.669816 -4.522348 3.639004 = -0.00000004 @ 395144 148144
4.141262 2.477005 2.669816 -4.522348 3.639004 = -0.00000004 @ 382414 144331
4.141262 2.477005 2.669816 -4.522348 3.639004 = -0.00000004 @ 396970 148680
4.141262 2.477005 2.669816 -4.522348 3.639004 = -0.00000004 @ 398776 149210
4.141262 2.477005 2.669816 -4.522348 3.639004 = -0.00000004 @ 397753 148909
4.141262 2.477005 2.669816 -4.522348 3.639004 = -0.00000004 @ 389914 146591
4.141262 2.477005 2.669816 -4.522348 3.639004 = -0.00000004 @ 386733 145645
4.141262 2.477005 2.669816 -4.522348 3.639004 = -0.00000004 @ 399565 149442
4.141262 2.477005 2.669816 -4.522348 3.639004 = -0.00000004 @ 397947 148967
4.141262 2.477005 2.669816 -4.522348 3.639004 = -0.00000004 @ 376397 142502
4.141262 2.477005 2.669816 -4.522348 3.639004 = -0.00000004 @ 395825 148344
-3.395115 -3.317305 2.346838 2.062941 4.371506 = -0.00000004 @ 399778 149504
4.141262 2.477005 2.669815 -4.522347 3.639004 = -0.00000004 @ 393836 147744
4.141262 2.477004 2.669816 -4.522348 3.639004 = -0.00000004 @ 381684 144097
-3.395115 -3.317305 2.346836 2.062939 4.371506 = -0.00000005 @ 398885 149241
-3.395115 -3.317305 2.346836 2.062939 4.371506 = -0.00000005 @ 378502 143150
-3.395115 -3.317305 2.346836 2.062939 4.371506 = -0.00000005 @ 399556 149439
-3.395115 -3.317305 2.346837 2.062939 4.371506 = -0.00000005 @ 399402 149394
-3.395115 -3.317305 2.346837 2.062939 4.371506 = -0.00000005 @ 397750 148908
-3.395115 -3.317305 2.346837 2.062939 4.371506 = -0.00000005 @ 399737 149492
-3.395115 -3.317305 2.346837 2.062939 4.371506 = -0.00000005 @ 399884 149535
-3.395115 -3.317305 2.346837 2.062939 4.371506 = -0.00000005 @ 387260 145802
-3.395115 -3.317305 2.346837 2.062939 4.371506 = -0.00000005 @ 393949 147779
4.141262 2.477004 2.669815 -4.522347 3.639004 = -0.00000005 @ 399440 149405
-1.561545 4.400007 3.285294 -2.132744 -3.676138 = -0.00000005 @ 398301 149069
-1.561545 4.400007 3.285291 -2.132744 -3.676138 = -0.00000005 @ 399277 149357
-1.561545 4.400007 3.285291 -2.132744 -3.676138 = -0.00000005 @ 399109 149307
-1.561545 4.400007 3.285291 -2.132744 -3.676138 = -0.00000005 @ 399232 149344
-3.395108 -3.317311 2.346837 2.062941 4.371506 = -0.00000005 @ 397442 148818
-3.395108 -3.317305 2.346836 2.062939 4.371506 = -0.00000005 @ 380112 143630
-1.561547 4.400006 3.285292 -2.132746 -3.676141 = -0.00000005 @ 391036 146924
-1.561545 4.400006 3.285291 -2.132744 -3.676138 = -0.00000005 @ 397194 148745
-1.561545 4.400006 3.285291 -2.132744 -3.676138 = -0.00000005 @ 397488 148832
-1.561545 4.400006 3.285291 -2.132744 -3.676138 = -0.00000005 @ 391102 146944
-1.561545 4.400006 3.285291 -2.132744 -3.676138 = -0.00000005 @ 399562 149441
-1.561545 4.400006 3.285291 -2.132744 -3.676138 = -0.00000005 @ 387498 145875
-1.561549 4.400007 3.285297 -2.132744 -3.676137 = -0.00000005 @ 394950 148085
-1.561545 4.400006 3.285291 -2.132744 -3.676137 = -0.00000005 @ 388709 146230
-3.395108 -3.317305 2.346837 2.062939 4.371506 = -0.00000005 @ 392383 147324
-3.395108 -3.317305 2.346837 2.062939 4.371506 = -0.00000005 @ 398418 149104
-1.561545 4.400006 3.285291 -2.132744 -3.676137 = -0.00000006 @ 382410 144330
-1.561545 4.400006 3.285291 -2.132744 -3.676136 = -0.00000006 @ 383313 144601
-1.561546 4.400007 3.285301 -2.132746 -3.676137 = -0.00000006 @ 399924 149547
-1.561546 4.400005 3.285297 -2.132746 -3.676137 = -0.00000006 @ 399400 149393
-3.395115 -3.317311 2.346841 2.062939 4.371506 = -0.00000006 @ 397671 148885
-1.561544 4.400006 3.285291 -2.132741 -3.676139 = -0.00000006 @ 392963 147493
-1.561549 4.400006 3.285291 -2.132744 -3.676137 = -0.00000006 @ 373811 141725
-3.395109 -3.317311 2.346838 2.062941 4.371505 = -0.00000006 @ 384281 144883
-1.561549 4.400006 3.285291 -2.132744 -3.676137 = -0.00000006 @ 395052 148116
-1.561546 4.400005 3.285291 -2.132746 -3.676137 = -0.00000006 @ 382475 144350
-1.561545 4.400005 3.285297 -2.132744 -3.676137 = -0.00000006 @ 397698 148893
-3.395109 -3.317311 2.346841 2.062941 4.371505 = -0.00000006 @ 390711 146827
-3.395109 -3.317311 2.346841 2.062941 4.371505 = -0.00000006 @ 389843 146569
-3.395109 -3.317311 2.346841 2.062941 4.371505 = -0.00000006 @ 395882 148361
4.141258 2.477004 2.669811 -4.522344 3.639004 = -0.00000006 @ 389915 146592
-1.561549 4.400005 3.285291 -2.132744 -3.676137 = -0.00000006 @ 396465 148532
4.141254 2.477004 2.669815 -4.522356 3.639008 = -0.00000007 @ 397008 148691
4.141262 2.477006 2.669811 -4.522344 3.639004 = -0.00000007 @ 399975 149562
4.141254 2.477011 2.669811 -4.522356 3.639008 = -0.00000007 @ 391917 147184
-1.561545 4.400007 3.285286 -2.132744 -3.676138 = -0.00000007 @ 395510 148252
4.141264 2.477005 2.669819 -4.522357 3.639004 = -0.00000007 @ 398038 148993
-1.561548 4.400007 3.285286 -2.132746 -3.676137 = -0.00000007 @ 397181 148741
-1.561549 4.400007 3.285286 -2.132744 -3.676137 = -0.00000007 @ 373973 141775
4.141262 2.477004 2.669830 -4.522345 3.639005 = -0.00000008 @ 389129 146351
4.141264 2.477008 2.669822 -4.522360 3.639004 = -0.00000008 @ 399311 149367
-3.395108 -3.317309 2.346833 2.062934 4.371505 = -0.00000009 @ 375136 142118
4.141264 2.477004 2.669822 -4.522360 3.639004 = -0.00000010 @ 388942 146297
4.141264 2.477004 2.669822 -4.522360 3.639004 = -0.00000010 @ 398396 149098
4.141264 2.477004 2.669811 -4.522356 3.639004 = -0.00000010 @ 377908 142974
1.757738 1.595735 -4.308931 -2.485059 0.361353 = -0.00000011 @ 394664 148002
1.757738 1.595735 -4.308934 -2.485059 0.361353 = -0.00000012 @ 388619 146205
4.141259 2.477005 2.669826 -4.522363 3.639004 = -0.00000013 @ 398670 149178
1.757738 1.595742 -4.308925 -2.485060 0.361353 = -0.00000013 @ 392142 147251
1.757739 1.595735 -4.308931 -2.485059 0.361351 = -0.00000014 @ 395306 148193
1.757739 1.595735 -4.308936 -2.485059 0.361351 = -0.00000015 @ 392861 147463
1.757739 1.595735 -4.308936 -2.485059 0.361351 = -0.00000015 @ 398470 149119
4.141259 2.477004 2.669827 -4.522364 3.639004 = -0.00000015 @ 398038 148993
1.757739 1.595742 -4.308931 -2.485059 0.361351 = -0.00000015 @ 397604 148865
1.757736 1.595736 -4.308925 -2.485060 0.361392 = -0.00000016 @ 397471 148826
1.757739 1.595742 -4.308925 -2.485060 0.361351 = -0.00000016 @ 394288 147893
1.757739 1.595735 -4.308937 -2.485059 0.361350 = -0.00000016 @ 382765 144438
1.757739 1.595735 -4.308937 -2.485059 0.361350 = -0.00000016 @ 399253 149350
-1.561524 4.400007 3.285297 -2.132748 -3.676129 = -0.00000018 @ 391593 147086
1.757736 1.595735 -4.308912 -2.485059 0.361387 = -0.00000020 @ 399631 149461
-1.561571 4.400005 3.285297 -2.132746 -3.676139 = -0.00000022 @ 392148 147253
1.757736 1.595735 -4.308912 -2.485059 0.361389 = -0.00000022 @ 399493 149421
-3.395109 -3.317311 2.346841 2.062941 4.371537 = -0.00000022 @ 390181 146673
1.757747 1.595736 -4.308925 -2.485060 0.361344 = -0.00000024 @ 396223 148461
-3.395137 -3.317309 2.346839 2.062939 4.371509 = -0.00000026 @ 398910 149249
1.757736 1.595735 -4.308912 -2.485059 0.361392 = -0.00000026 @ 392206 147270
1.757739 1.595735 -4.308953 -2.485059 0.361351 = -0.00000027 @ 395801 148336
4.141261 2.477005 2.669816 -4.522373 3.639004 = -0.00000028 @ 396961 148678
1.757720 1.595730 -4.308953 -2.485059 0.361367 = -0.00000029 @ 399681 149476
4.141254 2.477017 2.669811 -4.522335 3.639025 = -0.00000030 @ 390118 146654
4.141261 2.477004 2.669830 -4.522373 3.639004 = -0.00000032 @ 389953 146604
1.757739 1.595742 -4.308905 -2.485059 0.361351 = -0.00000033 @ 397119 148723
1.757739 1.595742 -4.308905 -2.485059 0.361351 = -0.00000033 @ 396223 148461
-3.395140 -3.317309 2.346843 2.062932 4.371510 = -0.00000038 @ 378745 143225
1.757736 1.595735 -4.308900 -2.485059 0.361389 = -0.00000038 @ 388619 146205
-3.395109 -3.317314 2.346863 2.062937 4.371505 = -0.00000039 @ 383686 144710
1.757747 1.595736 -4.308905 -2.485059 0.361344 = -0.00000040 @ 392426 147337
1.757747 1.595736 -4.308905 -2.485059 0.361344 = -0.00000040 @ 394987 148096
1.757747 1.595736 -4.308905 -2.485059 0.361344 = -0.00000040 @ 397271 148768
1.757747 1.595736 -4.308905 -2.485059 0.361344 = -0.00000040 @ 397962 148971
-1.561524 4.400005 3.285299 -2.132775 -3.676123 = -0.00000041 @ 388399 146141
4.141262 2.477006 2.669811 -4.522344 3.639033 = -0.00000041 @ 393716 147709
4.141262 2.477006 2.669811 -4.522344 3.639033 = -0.00000041 @ 397284 148771
1.757736 1.595735 -4.308900 -2.485059 0.361392 = -0.00000042 @ 399135 149315
1.757738 1.595730 -4.308897 -2.485059 0.361352 = -0.00000043 @ 395487 148245
1.757736 1.595735 -4.308897 -2.485059 0.361389 = -0.00000044 @ 396924 148667
1.757712 1.595729 -4.308957 -2.485059 0.361372 = -0.00000047 @ 392426 147337
1.757720 1.595730 -4.308965 -2.485059 0.361367 = -0.00000047 @ 398608 149160
-1.561574 4.400005 3.285291 -2.132771 -3.676119 = -0.00000049 @ 379156 143345
1.757727 1.595730 -4.308897 -2.485059 0.361352 = -0.00000050 @ 398060 148999
1.757739 1.595734 -4.308937 -2.485091 0.361350 = -0.00000050 @ 395832 148346
1.757739 1.595734 -4.308937 -2.485091 0.361350 = -0.00000050 @ 380125 143634
-1.561505 4.400005 3.285297 -2.132744 -3.676162 = -0.00000052 @ 399890 149538
1.757773 1.595734 -4.308937 -2.485091 0.361350 = -0.00000082 @ 397680 148888
-3.395116 -3.317311 2.346801 2.062969 4.371541 = -0.00000105 @ 366565 139538
-3.395142 -3.317305 2.346837 2.062874 4.371506 = -0.00000239 @ 391725 147126
4.141312 2.477079 2.669822 -4.522360 3.638993 = -0.00000316 @ 367077 139697
1.757736 1.595738 -4.308822 -2.485082 0.361351 = -0.00000335 @ 392806 147448
1.757748 1.595693 -4.309011 -2.485127 0.361383 = -0.00000457 @ 374036 141795
-1.561544 4.400006 3.285291 -2.132741 -3.675863 = -0.00001778 @ 396813 148634
-1.561616 4.399962 3.285018 -2.132744 -3.676132 = -0.00002031 @ 389305 146404
-1.561616 4.399962 3.285018 -2.132744 -3.676138 = -0.00002032 @ 397426 148813
-1.561635 4.400007 3.285291 -2.132746 -3.675848 = -0.00002154 @ 396647 148586
