4.141256 2.477012 = -0.00000000 @ 191046 75464
-1.561544 4.400020 = -0.00000000 @ 199630 78764
-1.561544 4.400018 = -0.00000001 @ 191349 75592
-1.561544 4.400018 = -0.00000001 @ 197230 77823
-3.395114 -3.317309 = -0.00000002 @ 199727 78800
4.141258 2.477015 = -0.00000003 @ 189808 74904
-3.395112 -3.317310 = -0.00000003 @ 193169 76277
-3.395112 -3.317310 = -0.00000003 @ 196541 77568
1.757751 1.595737 = -0.00000005 @ 199455 78687
4.141262 2.477012 = -0.00000006 @ 196164 77417
4.141262 2.477012 = -0.00000006 @ 197943 78117
1.757754 1.595737 = -0.00000010 @ 191218 75536
1.757754 1.595737 = -0.00000010 @ 199895 78864
1.757725 1.595743 = -0.00000036 @ 196732 77654
1.757723 1.595728 = -0.00000043 @ 198665 78398
1.757723 1.595728 = -0.00000043 @ 199625 78762
4.141240 2.477012 = -0.00000082 @ 199588 78747
-3.395112 -3.317287 = -0.00000180 @ 199570 78739
1.757754 1.595785 = -0.00000184 @ 198720 78422
4.141224 2.477007 = -0.00000308 @ 198599 78372
1.757700 1.595692 = -0.00000324 @ 175365 68803
1.757811 1.595732 = -0.00000411 @ 188810 74452
4.141302 2.476993 = -0.00000656 @ 195261 77075
1.757755 1.595848 = -0.00000977 @ 199566 78737
1.757760 1.595848 = -0.00000985 @ 196036 77371
1.757778 1.595605 = -0.00001527 @ 199241 78612
-1.561544 4.400129 = -0.00001698 @ 194544 76825
-1.561544 4.400129 = -0.00001698 @ 195788 77275
-3.395178 -3.317310 = -0.00001839 @ 189998 74984
4.141224 2.477090 = -0.00001962 @ 199443 78682
4.141268 2.477096 = -0.00001966 @ 199978 78891
-1.561501 4.400129 = -0.00001977 @ 199619 78760
4.141238 2.476923 = -0.00002227 @ 199684 78786
1.757864 1.595856 = -0.00002299 @ 197988 78133
-3.395040 -3.317322 = -0.00002394 @ 195964 77341
-3.395040 -3.317322 = -0.00002394 @ 192644 76085
-1.561415 4.400005 = -0.00002452 @ 195761 77265
1.757755 1.595549 = -0.00002826 @ 195809 77282
1.757755 1.595549 = -0.00002830 @ 185525 73054
1.757755 1.595549 = -0.00002830 @ 193537 76426
1.757587 1.595642 = -0.00002842 @ 195738 77255
4.141208 2.476920 = -0.00002961 @ 191427 75624
1.757924 1.595767 = -0.00002970 @ 192882 76169
1.757596 1.595848 = -0.00003070 @ 197551 77950
1.757908 1.595645 = -0.00003206 @ 199140 78582
-1.561637 4.399903 = -0.00003261 @ 199682 78785
-1.561637 4.399903 = -0.00003261 @ 198953 78515
1.757908 1.595641 = -0.00003272 @ 198067 78160
1.757741 1.595954 = -0.00003732 @ 198510 78334
1.757754 1.595961 = -0.00003942 @ 191412 75618
4.141257 2.477164 = -0.00006295 @ 189994 74982
-1.561716 4.399903 = -0.00006306 @ 199495 78707
1.757507 1.595857 = -0.00006417 @ 199248 78614
1.757472 1.595741 = -0.00006687 @ 199704 78793
1.757472 1.595758 = -0.00006753 @ 199009 78536
1.758034 1.595751 = -0.00007574 @ 199652 78775
1.758034 1.595758 = -0.00007579 @ 197079 77776
-1.561324 4.399949 = -0.00007780 @ 199159 78588
-1.561570 4.400263 = -0.00008494 @ 189449 74746
-1.561570 4.400264 = -0.00008576 @ 191373 75602
