   2.8553547580379335e-01	   9.1841171970871849e-01	  -2.7384193462502321e-01	
   5.2385118931947483e-01	   8.9704928192793826e-02	   8.4707317116439074e-01	
   8.0252689892991924e-01	  -3.8532186410791675e-01	  -4.5549713230088212e-01	
  -1.1984105399392919e-01	  -6.1138131321722022e-01	   7.8220905877291580e-01	
  -2.5084324967572924e-01	   7.8097025940581655e-01	   5.7198174622598907e-01	
  -9.6058096268338766e-01	  -1.2766496689538154e-01	  -2.4695317442352835e-01	
   3.6157289760823164e-02	  -6.5660424265671680e-01	  -7.5336811647583668e-01	
  -3.9930273197956212e-01	  -7.0056069518884745e-01	   5.9141528606401184e-01	
  -9.1610587741309146e-01	   2.7943797322790243e-01	  -2.8751424397318681e-01	
   3.2585569084693616e-01	  -6.9568501090748502e-01	   6.4018781177191975e-01	
   2.6500159937489678e-02	  -6.7015969272454112e-01	  -7.4174370760434249e-01	
  -9.4504804653835084e-01	  -2.5866648767476769e-01	   1.9993958559536273e-01	
   6.8059518995454982e-01	  -3.7934897086278319e-01	  -6.2680503006602994e-01	
  -5.4743498669902924e-01	   3.0528591934785465e-01	  -7.7917613078544012e-01	
  -4.8693441318986957e-01	  -8.7343853003704974e-01	  -1.0722945044481808e-04	
   8.4622575760950280e-01	  -2.7031179295658797e-01	  -4.5916609385582663e-01	
  -1.8034863331287743e-01	   6.6558304119635148e-01	  -7.2420548584914302e-01	
  -5.0137444851168933e-01	  -6.9565131341815956e-01	  -5.1448315086034546e-01	
  -9.3460243131615134e-02	   4.7250645225874111e-01	   8.7635770980099092e-01	
  -1.8024452378359107e-01	   8.5763620809329044e-01	  -4.8163476433225649e-01	
  -9.7917163694615161e-01	  -2.0297238024228897e-01	   5.0118119451750820e-03	
  -6.2081734247180898e-01	   5.3048454537096967e-01	   5.7721051134639434e-01	
   3.8760302496870847e-01	   8.4769386326840679e-01	  -3.6218642880735663e-01	
  -6.8143211130775916e-01	  -1.1230759699710283e-03	  -7.3188046590888700e-01	
   9.1761715423134560e-01	   3.7253798539420013e-03	   3.9744795861258503e-01	
   1.9882056460057443e-01	   8.6155747263332538e-01	  -4.6710716590691070e-01	
   3.4416441035103434e-01	  -5.0764637583126848e-01	  -7.8983923411862911e-01	
  -2.5178121623446792e-02	  -9.2608833354001407e-01	  -3.7646574966734370e-01	
  -4.4406170045057958e-01	   3.4775339290996121e-01	  -8.2575830841266762e-01	
   8.9564237750591880e-01	   1.4638297783789667e-01	  -4.1999613738087549e-01	
