  -9.4051790061160601e-01	   3.1640044120002586e-01	   1.2376121944117366e-01	
   3.3787030469922191e-01	   8.3285782023415866e-01	   4.3839651969109106e-01	
  -3.5633352797520126e-02	  -4.5413501525783601e-01	   8.9022000206980967e-01	
  -5.9546158961020179e-01	  -3.5841862211501635e-01	   7.1900040794151487e-01	
  -8.0333045195087793e-01	   2.7595090154155655e-01	  -5.2774168388218157e-01	
   9.2563636104978225e-03	   8.9184482465257109e-01	   4.5224675617757037e-01	
  -9.0707252614365297e-01	  -3.0512364467442399e-01	  -2.9003274604080115e-01	
  -3.6179656176844599e-01	   2.1279428133831460e-01	   9.0764631973155785e-01	
  -2.1522704339349047e-01	   9.2823389040171667e-01	  -3.0341253187993178e-01	
   6.3731530925777380e-01	   4.8152417104335460e-02	  -7.6909722487646404e-01	
  -1.9519257370576348e-01	   9.7558499634785156e-01	  -1.0066664825591104e-01	
  -7.4547237088693585e-01	  -2.1427846281875895e-01	  -6.3115424787942631e-01	
  -1.5971570181162409e-02	   8.5793778159718104e-01	   5.1350527928547773e-01	
   9.8038405494872494e-01	   1.1434033360945588e-01	  -1.6054093843121203e-01	
   1.9644850151692184e-01	  -5.0086829707837011e-01	   8.4293471587873858e-01	
  -5.1769162298342808e-01	   7.3538843897370121e-01	   4.3726333863772177e-01	
   6.4625189605863465e-01	   1.1876418618916029e-03	   7.6312323798153825e-01	
  -5.6067269447816293e-01	  -6.7764476927858797e-01	   4.7586100526935982e-01	
   6.1824232752124442e-01	  -6.1561970143673106e-01	   4.8866021698524870e-01	
   7.8343355069118681e-01	   5.3273984725201406e-01	  -3.2003144658189830e-01	
   6.3311105759744801e-02	  -5.8068979528906317e-01	  -8.1165945170041376e-01	
  -8.6478546287007796e-01	  -1.8594128829869813e-01	   4.6644607460499227e-01	
   3.3028703967093476e-01	  -9.1031743398923093e-01	   2.4946470852742084e-01	
   3.7822820444011790e-01	   3.6979454658104738e-01	   8.4864328117585630e-01	
   5.7251416376459785e-01	  -1.4677344664966696e-01	   8.0665053625935201e-01	
   8.0509765292566993e-01	  -8.5434453386633913e-02	  -5.8695717341907094e-01	
  -1.5506547501781587e-01	  -9.8547374877928862e-01	  -6.9254522772124211e-02	
   7.9387266569526194e-01	  -2.5696713351024847e-01	   5.5112075170276942e-01	
   5.2099994963928853e-01	  -1.7992606983051007e-01	  -8.3437740973207353e-01	
  -3.1356856210047279e-01	  -9.4952330234221916e-01	   8.9585250666268865e-03	
