0.301032099649	=	0.999211771602	@	300	16.422	1
0.500649264689	=	0.999688007361	@	300	16.435	1
0.699128631421	=	0.999438103512	@	300	16.44	1
0.900558077671	=	0.99976948149	@	300	16.443	1
0.301032099649	=	0.999211771602	@	785	522.113	-1
0.500649264689	=	0.999688007361	@	785	522.122	-1
0.699128631421	=	0.999438103512	@	785	522.126	-1
0.900558077671	=	0.99976948149	@	785	522.129	-1
0.899999999668	=	1.0	@	785	522.378	1
0.500000000163	=	1.0	@	785	522.386	1
0.69999999983	=	1.0	@	785	522.39	1
0.299999999735	=	1.0	@	785	522.393	1
0.100000000191	=	1.0	@	785	522.395	1
