0.301133683778	=	0.999049042192	@	300	15.43	1
0.699142254943	=	0.999455532025	@	300	15.442	1
0.899180869116	=	0.999503439986	@	300	15.447	1
0.900684767761	=	0.999652959129	@	300	15.45	1
0.301133683778	=	0.999049042192	@	788	509.074	-1
0.699142254943	=	0.999455532025	@	788	509.086	-1
0.899180869116	=	0.999503439986	@	788	509.089	-1
0.900684767761	=	0.999652959129	@	788	509.093	-1
0.90000000061	=	1.0	@	788	509.392	1
0.700000000304	=	1.0	@	788	509.409	1
0.300000000001	=	1.0	@	788	509.413	1
0.100000000182	=	1.0	@	788	509.417	1
0.500000000239	=	1.0	@	788	509.42	1
