0.10053973669	=	0.999784382866	@	300	16.458	1
0.300188665632	=	0.999973652373	@	300	16.481	1
0.500731795437	=	0.999603663664	@	300	16.486	1
0.899603769577	=	0.999883792485	@	300	16.49	1
0.10053973669	=	0.999784382866	@	767	529.235	-1
0.300188665632	=	0.999973652373	@	767	529.249	-1
0.500731795437	=	0.999603663664	@	767	529.254	-1
0.899603769577	=	0.999883792485	@	767	529.258	-1
0.299999999861	=	1.0	@	767	529.496	1
0.900000000656	=	1.0	@	767	529.506	1
0.0999999997518	=	1.0	@	767	529.51	1
0.499999999935	=	1.0	@	767	529.513	1
0.700000000045	=	1.0	@	767	529.516	1
