1.75774362296	1.59573724074	=	-1.38628300159e-12	@	433	220.721	1
-3.3951130027	-3.3173071919	=	-1.93080015513e-12	@	879	453.023	1
-1.56154465287	4.40002066327	=	-2.49972924463e-12	@	3061	1576.081	1
4.14125663807	2.47701179734	=	-2.36216775674e-10	@	3518	1819.613	1
-0.499695065385	-4.01259708479	=	-1.00616645097e-05	@	8056	4135.576	1
4.14125663807	2.47701179734	=	-2.36216775674e-10	@	15833	8161.218	-1
4.14125697459	2.47701185568	=	-1.09023588004e-11	@	15833	8161.376	1
-1.56154465287	4.40002066327	=	-2.49972924463e-12	@	20251	10540.125	-1
-1.56154471512	4.40002066296	=	0.0	@	20251	10540.305	1
-2.18498435111	1.68705393883	=	-5.62080652456e-05	@	30763	16273.013	1
4.14125697459	2.47701185568	=	-1.09023588004e-11	@	31214	16543.767	-1
4.14125686953	2.47701181937	=	-1.09023150978e-11	@	31214	16543.923	1
-3.3951130027	-3.3173071919	=	-1.93080015513e-12	@	35337	18859.287	-1
-3.39511301715	-3.31730719047	=	0.0	@	35337	18859.446	1
4.14125686953	2.47701181937	=	-1.09023150978e-11	@	43770	23760.398	-1
4.14125697398	2.4770118296	=	-6.05684840169e-12	@	43770	23760.56	1
4.14125697398	2.4770118296	=	-6.05684840169e-12	@	51865	28478.665	-1
4.14125695291	2.47701180569	=	-1.21136594081e-12	@	51865	28478.854	1
-0.499695065385	-4.01259708479	=	-1.00616645097e-05	@	63603	35522.269	-1
-0.499695065379	-4.01259708479	=	-5.4389758998e-06	@	63603	35522.448	1
1.75774362296	1.59573724074	=	-1.38628300159e-12	@	102026	60208.727	-1
1.75774360112	1.59573724696	=	0.0	@	102026	60208.9	1
-0.499695065379	-4.01259708479	=	-5.4389758998e-06	@	175737	114776.664	-1
-0.499695065391	-4.01259708481	=	-4.79107457391e-06	@	175737	114776.807	1
