0.30090336122	=	0.999396096842	@	300	15.451	1
0.50088881791	=	0.999415379913	@	300	15.463	1
0.700970625284	=	0.999302844583	@	300	15.468	1
0.900235754636	=	0.999958859123	@	300	15.471	1
0.30090336122	=	0.999396096842	@	782	511.736	-1
0.50088881791	=	0.999415379913	@	782	511.756	-1
0.700970625284	=	0.999302844583	@	782	511.759	-1
0.900235754636	=	0.999958859123	@	782	511.763	-1
0.900000000241	=	1.0	@	782	512.01	1
0.499999999551	=	1.0	@	782	512.017	1
0.299999999709	=	1.0	@	782	512.02	1
0.699999999979	=	1.0	@	782	512.023	1
0.100000000321	=	1.0	@	782	512.026	1
