1.75774315382	1.59573754125	-4.30893154352	=	-2.1673969841e-10	@	680	351.368	1
-1.56154476243	4.40002055746	3.28529460261	=	-3.48172081754e-11	@	2370	1225.187	1
4.14125694505	2.47701162647	2.66982018793	=	-6.83690890796e-11	@	3099	1617.003	1
1.75774315382	1.59573754125	-4.30893154352	=	-2.1673969841e-10	@	3688	1925.793	-1
1.75774372836	1.59573741475	-4.30893134715	=	-2.73408553038e-11	@	3688	1925.963	1
-0.499695065382	-4.01259708479	-4.88089687792	=	-9.81023866338e-06	@	9888	5055.739	1
4.14125694505	2.47701162647	2.66982018793	=	-6.83690890796e-11	@	22809	11851.897	-1
4.14125690178	2.4770118784	2.66982010139	=	-1.24311192591e-11	@	22809	11852.061	1
1.75774372836	1.59573741475	-4.30893134715	=	-2.73408553038e-11	@	29081	15229.357	-1
1.75774361259	1.59573728678	-4.30893128651	=	-1.50630730833e-12	@	29081	15229.562	1
-3.395112885	-3.31730726427	2.34683604884	=	-4.05681316682e-11	@	36565	19332.45	1
-1.56154476243	4.40002055746	3.28529460261	=	-3.48172081754e-11	@	59985	32704.366	-1
-1.56154478944	4.40002068627	3.28529477157	=	-7.36275728064e-12	@	59985	32704.54	1
-1.56154478944	4.40002068627	3.28529477157	=	-7.36275728064e-12	@	135534	80180.054	-1
-1.5615446451	4.40002067316	3.2852949364	=	-2.95039103919e-12	@	135534	80180.233	1
-3.395112885	-3.31730726427	2.34683604884	=	-4.05681316682e-11	@	140236	83325.325	-1
-3.39511301917	-3.31730716129	2.3468360364	=	-4.50745835647e-12	@	140236	83325.5	1
4.14125690178	2.4770118784	2.66982010139	=	-1.24311192591e-11	@	189242	118628.408	-1
4.14125695924	2.47701184039	2.66982017934	=	-6.21548528645e-12	@	189242	118628.598	1
