0.0987620397993	=	0.998866150486	@	300	23.327	1
0.299051249588	=	0.999333904715	@	300	23.34	1
0.499194032	=	0.999519267152	@	300	23.345	1
0.900724555874	=	0.999611465342	@	300	23.349	1
0.0987620397993	=	0.998866150486	@	783	539.464	-1
0.299051249588	=	0.999333904715	@	783	539.474	-1
0.499194032	=	0.999519267152	@	783	539.478	-1
0.900724555874	=	0.999611465342	@	783	539.482	-1
0.899999999904	=	1.0	@	783	539.693	1
0.499999999712	=	1.0	@	783	539.7	1
0.299999999894	=	1.0	@	783	539.704	1
0.100000000615	=	1.0	@	783	539.716	1
0.699999999767	=	1.0	@	783	539.718	1
