0.100424217075	=	0.999866797742	@	300	17.346	1
0.300742146644	=	0.999592374099	@	300	17.358	1
0.500605243568	=	0.99972887533	@	300	17.363	1
0.900035338612	=	0.9999990756	@	300	17.367	1
0.100424217075	=	0.999866797742	@	768	510.489	-1
0.300742146644	=	0.999592374099	@	768	510.499	-1
0.500605243568	=	0.99972887533	@	768	510.503	-1
0.900035338612	=	0.9999990756	@	768	510.506	-1
0.900000000019	=	1.0	@	768	510.785	1
0.0999999998507	=	1.0	@	768	510.793	1
0.500000000648	=	1.0	@	768	510.797	1
0.300000000343	=	1.0	@	768	510.8	1
0.700000000572	=	1.0	@	768	510.802	1
