   3.4691470544905750e-01	  -1.3821312552766787e-01	  -1.2723383114092976e-01	  -9.6746644825898995e-02	  -2.5574772783120647e-01	   3.0252673772975175e-01	   1.5637084260574624e-01	   1.2737501320520056e-01	  -2.8142550944860345e-02	  -3.3519577014739033e-01	  -3.3796010776210778e-01	   2.3398219855816249e-01	  -2.2150845574660563e-01	  -2.8887683933133884e-01	   8.0156911620308455e-02	  -3.0448197282323775e-01	  -4.2626660850311835e-03	   2.9319264568235887e-01	  -2.0672214391199192e-02	  -1.9293216504586039e-01	
   1.3630567300774719e-02	   3.0484210920217703e-01	  -4.3832697839097191e-02	   2.6643278827891370e-01	  -1.9666112896635962e-01	   1.8323088658142866e-01	   3.2831996453761059e-01	   7.4225771798501483e-03	   1.5126660772504250e-01	  -2.7338623008117562e-02	   2.3489975755881162e-01	  -2.6273286696920922e-01	   1.9336799879374128e-01	  -1.6932713767844718e-01	  -2.9103872080402837e-01	  -3.2760105947814366e-01	   4.4882001911350283e-01	  -2.0235713785329656e-01	  -1.9865225388426541e-02	  -7.1921935024365058e-02	
   2.7092940588549547e-01	   2.3588349595247354e-01	  -3.7784789869379221e-01	   2.3443457664727124e-01	  -1.2392305015251813e-01	   1.5516930018467054e-01	  -1.9243260933406686e-01	   1.0120571242774876e-01	   2.9212921453871346e-02	   1.0402470384755041e-01	  -2.8484710904580557e-01	  -9.1020712672625209e-02	   2.4171349808100021e-01	   8.7950714329670138e-02	  -1.4158471581566900e-01	   8.4854102866484232e-02	  -4.3576017538761036e-01	  -2.2267675554279512e-01	  -3.8185697444290490e-01	   8.2032301649305514e-02	
  -2.6605704726033477e-02	   7.8586474020377051e-02	   1.2570748736094997e-02	  -2.3586883947894211e-01	  -2.8299749425462967e-01	   3.4533918614107761e-01	  -6.1495607139222641e-02	   7.2682193370582709e-02	   5.3208012652114500e-05	   3.3865355006590164e-01	  -6.5256922819792229e-02	   3.8500916300034528e-02	   1.5499137623156153e-01	   2.2871089878911713e-01	  -5.7430678051887604e-02	  -6.0058003666507292e-02	   1.4939851689734898e-01	   3.6677965401255275e-01	   1.8514489441217860e-01	   5.7803451023172780e-01	
   2.9709748630066218e-01	  -2.7101831234049434e-01	  -7.5847818693683636e-02	   1.0590036770643030e-01	   1.2994226659983518e-01	  -2.5288049059117645e-01	   2.3304886287707366e-01	  -9.3100261400075657e-02	  -1.9620106922110708e-01	  -1.9824583806426316e-01	  -2.5021624601972348e-01	   1.1431054147571132e-02	   4.1838739138713432e-01	   2.2057168715898295e-01	   3.1691385320885934e-01	  -7.0076499492859240e-02	   3.1589690420493877e-01	  -1.6477385303036723e-01	  -9.4339828395449826e-03	   2.8441350215321720e-01	
   8.6152307631319036e-02	  -2.6484197946068339e-01	  -1.1054820175276148e-01	  -1.4382357290040292e-02	   3.7738540095477768e-01	   3.2734441175530599e-01	   1.2501126904820090e-01	   2.9391297931041921e-01	   2.5752230720442726e-01	  -8.0491958950780970e-03	   3.9717105700687505e-01	  -2.5818403438509363e-01	   2.0826535492011913e-01	   4.6152689011116563e-02	   2.8402415708800993e-01	  -1.7874761782205273e-01	  -2.9849242317127761e-01	   1.2432071207263887e-01	   6.7760629264250027e-02	  -1.9125487424483823e-02	
  -3.4829499561462574e-01	  -1.4599149963018623e-01	  -1.2624088228970212e-01	   1.7448296019295145e-01	  -1.3335790607172046e-01	   1.5321269319777928e-01	  -3.7221032958768031e-02	   2.7077732980933017e-01	   1.8870514484287002e-01	   2.0138479815613519e-01	  -1.5898173861121512e-01	   4.8716207340730489e-01	   2.7112810503473400e-01	   1.3652194373595811e-01	   1.4157817762649005e-01	   5.7121456600379344e-02	   1.3706284787252321e-01	  -2.1117424762116244e-01	   2.1471422165942755e-01	  -3.6238835915940959e-01	
   1.6744001163140559e-01	  -1.9650332503796020e-01	   2.4953164879197814e-01	   3.5936904571539674e-01	   3.3436552347441147e-02	   6.6052421992972093e-02	   7.2096990791214274e-02	   1.7019071002812063e-02	  -2.3771342554506472e-01	   5.2093170255159971e-01	   2.0867902832160934e-01	   2.6360316804743011e-01	  -1.0617062773660089e-01	  -2.2763989186027972e-01	   1.3306265382550730e-01	  -3.7796532487402626e-02	   7.5760280884626385e-02	   8.1175234559438467e-02	  -4.3858133269280325e-01	   5.6120474398668810e-02	
   1.9597370105634815e-01	   2.5642710732416651e-01	  -4.4250750800664918e-01	   1.6820825979257123e-01	   2.5869116885336607e-01	   2.0346588935259272e-02	   3.0549064162398581e-02	  -9.3332698167174447e-02	  -4.4447799923411679e-01	   1.6068546593872690e-02	   2.9540704413567442e-01	   3.1799418467304758e-01	  -5.5879759236605514e-02	   1.1449986416124826e-01	  -1.5339895524576025e-01	  -7.5296945096471751e-03	  -2.6895678215385875e-02	   1.3414163643441607e-01	   3.8227582927689308e-01	  -6.2256006026736699e-02	
   2.0550822614305117e-01	   4.0749413511927712e-01	   5.0076546538919231e-01	   3.6790371268939470e-02	   2.3989156658130856e-02	  -1.0193363607591524e-01	  -1.2252313870630975e-01	   5.6734287187323840e-01	  -2.6260441594673289e-01	  -1.3882945215485040e-02	  -9.3008534540655149e-02	  -7.9397155188271507e-02	   4.4014205870728171e-02	   9.1171722029575811e-02	   1.5177068410200267e-01	  -1.3139245703603089e-01	  -5.4926944932714918e-02	  -7.0118692609302494e-02	   1.9710096848391856e-01	  -1.0149365332151258e-01	
