   9.9398145379239045e-01	  -1.0954848021203417e-01	
   1.0954848021203425e-01	   9.9398145379239011e-01	
   9.5748148064263461e-01	  -2.8849473864593811e-01	
   2.8849473864593927e-01	   9.5748148064263439e-01	
  -9.8664987550788741e-01	   1.6285583551187210e-01	
   1.6285583551187194e-01	   9.8664987550788741e-01	
   7.0011139940893086e-01	   7.1403363255358632e-01	
   7.1403363255358565e-01	  -7.0011139940893008e-01	
   8.5428116796210085e-01	   5.1981120232764166e-01	
  -5.1981120232764177e-01	   8.5428116796210085e-01	
   3.7628391811127854e-01	   9.2650440526250344e-01	
   9.2650440526250311e-01	  -3.7628391811127809e-01	
  -8.5794995724537049e-01	   5.1373326820701970e-01	
   5.1373326820702148e-01	   8.5794995724537138e-01	
  -1.8496820620180449e-01	  -9.8274450529854762e-01	
   9.8274450529854751e-01	  -1.8496820620180415e-01	
  -2.8045738578109936e-02	  -9.9960664090811635e-01	
  -9.9960664090811657e-01	   2.8045738578109713e-02	
   2.0897008197424513e-01	  -9.7792203413139123e-01	
   9.7792203413139078e-01	   2.0897008197424446e-01	
