0.07969966262806045532 = 0.99999982843426271639 @ 49676 12839 1
0.07969966186288765519 = 0.99999982843399726207 @ 46434 11957 1
0.07972117923323884803 = 0.99999915222098745282 @ 45576 11740 1
0.07967117603356230204 = 0.99999862010335194284 @ 48349 12495 1
0.07967115692246488912 = 0.99999861848805404740 @ 48860 12632 1
0.07963524454077505754 = 0.99999367679974260348 @ 49107 12694 1
0.07987361355993920220 = 0.99995522813245441007 @ 48814 12621 1
0.07987361395742820225 = 0.99995522792854696359 @ 49900 12896 1
0.07987361395743050596 = 0.99995522792854629746 @ 49864 12886 1
0.07950944536239556992 = 0.99994629855257832762 @ 48611 12570 1
0.07947498353647892977 = 0.99992515213634569626 @ 48920 12647 1
0.08009370361276693662 = 0.99977097396433167731 @ 48276 12477 1
0.08011843921202776997 = 0.99974135412891340646 @ 47520 12232 1
0.07928093580265237195 = 0.99974044711082576953 @ 49955 12910 1
0.07928093580265033191 = 0.99974044711082299397 @ 49307 12746 1
0.07903388864468055552 = 0.99934383137633175931 @ 49645 12831 1
0.07903388864336258202 = 0.99934383137373317130 @ 49464 12786 1
0.08056637872267430334 = 0.99889431968458242128 @ 48215 12461 1
0.08056638213566696960 = 0.99889431099275327597 @ 49894 12894 1
0.08056638226643912659 = 0.99889431065971667767 @ 49842 12881 1
0.08102425818718481110 = 0.99742283025684896902 @ 48205 12459 1
0.07802813639450889571 = 0.99585896071270252339 @ 47925 12333 1
0.07802813613425493844 = 0.99585895942229674116 @ 48657 12581 1
0.08144481253592393555 = 0.99553605976314196724 @ 49690 12842 1
0.08144481253630685147 = 0.99553605976119208254 @ 48700 12592 1
0.07796017022391704687 = 0.99551511259110625485 @ 49957 12910 1
0.07796009655053466603 = 0.99551473243226218379 @ 48565 12558 1
0.08179400993190412417 = 0.99358333889315575416 @ 49021 12672 1
0.07730112830555016523 = 0.99147090661439207793 @ 49648 12832 1
0.08283906877624738763 = 0.98567852780401143953 @ 49115 12696 1
0.08283906877624870602 = 0.98567852780399967116 @ 49893 12894 1
0.07614287407869736735 = 0.98126153493810708284 @ 49173 12711 1
0.07602419864988617382 = 0.97999404505496034989 @ 49678 12839 1
0.07602419139780233759 = 0.97999396635195201721 @ 49502 12795 1
0.08397949841074474342 = 0.97361947872042342578 @ 49157 12707 1
0.08397949849017652402 = 0.97361947775902935032 @ 49780 12865 1
0.24627907899519077550 = 0.94868931243904752737 @ 49758 12860 1
0.24627907899519074775 = 0.94868931243904752737 @ 49960 12911 1
0.24627757339394429348 = 0.94868931159005576159 @ 47853 12316 1
0.24627987853452051881 = 0.94868931141895251891 @ 49479 12790 1
0.24626320913723467876 = 0.94868912155215734394 @ 46457 11962 1
0.24631493423933456532 = 0.94868826357241275993 @ 48916 12646 1
0.24621908684206236795 = 0.94868647809428852113 @ 48963 12658 1
0.24621908302085207532 = 0.94868647773076075769 @ 49164 12709 1
0.24621135281925732308 = 0.94868569459916851638 @ 49237 12728 1
0.24644733739548221885 = 0.94866661447187594636 @ 49295 12743 1
0.24644733750975364450 = 0.94866661444112143631 @ 48032 12398 1
0.24599797267676920542 = 0.94862640760594985068 @ 49759 12860 1
0.24599797267297457415 = 0.94862640760424843389 @ 49696 12844 1
0.24661574385240106477 = 0.94859867492376082065 @ 49364 12760 1
0.24661599069406689444 = 0.94859854215209460371 @ 49774 12863 1
0.24661602890086203876 = 0.94859852159267021854 @ 49865 12887 1
0.24661602890088929474 = 0.94859852159265567462 @ 45757 11787 1
0.24591243244680655033 = 0.94858222019438553918 @ 49869 12888 1
0.24700972955844086032 = 0.94826320057143986819 @ 49627 12827 1
0.24700973032025241860 = 0.94826319968388339543 @ 49906 12897 1
0.24701119714949737460 = 0.94826148902728235601 @ 49552 12807 1
0.24701119720310549255 = 0.94826148896470063843 @ 49805 12871 1
0.24547349877597832157 = 0.94817156242496736240 @ 47887 12324 1
0.24547349101063584143 = 0.94817155243638440165 @ 49087 12689 1
0.24547300118200526819 = 0.94817092217359544293 @ 49753 12858 1
0.24743330565887688977 = 0.94762716712675942876 @ 49412 12772 1
0.24497331321122267633 = 0.94732829903815629624 @ 48041 12401 1
0.24497331320809939692 = 0.94732829903164339491 @ 49546 12806 1
0.24465622921665478029 = 0.94658679792011213294 @ 48554 12555 1
0.24797306482068975919 = 0.94640464302587290479 @ 46306 11925 1
0.24835369554622555022 = 0.94526611898289913949 @ 49232 12727 1
0.24395760472627936455 = 0.94438745588250749829 @ 49376 12763 1
0.24395760460625562360 = 0.94438745543794266890 @ 49433 12778 1
0.24875903836527590851 = 0.94380358475229864101 @ 45167 11637 1
0.24875903886857503311 = 0.94380358277672360412 @ 49269 12736 1
0.07351173036022126683 = 0.94376977603455047827 @ 48940 12652 1
0.07351173035852007209 = 0.94376977600411338098 @ 49879 12890 1
0.07351173035816623014 = 0.94376977599778233419 @ 49712 12848 1
0.08608178707437083577 = 0.94253282221899281623 @ 45206 11647 1
0.08608179245911930233 = 0.94253272866979842526 @ 49732 12853 1
0.08608233702716652780 = 0.94252326753963200368 @ 48564 12558 1
0.24344993316980495512 = 0.94230256444011317729 @ 47772 12295 1
0.24344993152019561711 = 0.94230255700202003588 @ 48543 12553 1
0.24244038967433284570 = 0.93694715810947881707 @ 49657 12834 1
0.24229577182822317760 = 0.93604903145079154658 @ 48097 12427 1
0.24229551030347942775 = 0.93604737771677348768 @ 49618 12825 1
0.24229095493146618479 = 0.93601855501500597079 @ 49589 12817 1
0.25083784347385917890 = 0.93230831858012430668 @ 49231 12726 1
0.25083784605164993753 = 0.93230830024419120150 @ 48091 12426 1
0.25083786890829518068 = 0.93230813766348141769 @ 46733 12031 1
0.25126074904077733141 = 0.92916645546443155101 @ 49721 12850 1
0.07233338586291443439 = 0.92085990371967840762 @ 48535 12551 1
0.07233338586291121475 = 0.92085990371961046197 @ 49945 12907 1
0.23994445222797097794 = 0.91692808525224500649 @ 49882 12891 1
0.23994445222797097794 = 0.91692808525224500649 @ 49985 12917 1
0.23965431866495034985 = 0.91398997151554928209 @ 49640 12830 1
0.08777698659571384066 = 0.90981453192776329253 @ 46916 12077 1
0.25375447008037294028 = 0.90534811826224015352 @ 49707 12847 1
0.25375447011113966278 = 0.90534811791425684468 @ 48257 12472 1
0.25378894878162300275 = 0.90495733707909675747 @ 46778 12042 1
0.07137593731908253858 = 0.89965026297704786540 @ 48270 12475 1
0.25428502226538363118 = 0.89915598053963941005 @ 45373 11690 1
0.07129884064341987515 = 0.89784545734874032785 @ 49313 12748 1
0.23775834161677869560 = 0.89178410825757925551 @ 49471 12788 1
0.23775787364817660419 = 0.89177799901068044441 @ 49224 12724 1
0.23664100301719853681 = 0.87634664299045850200 @ 47574 12246 1
0.25710748113123221836 = 0.86008838044639412956 @ 49444 12781 1
0.25710748195343890998 = 0.86008836764418195031 @ 49018 12671 1
0.25710748195408245076 = 0.86008836763416118831 @ 49916 12900 1
0.09085527814261837309 = 0.83566140345954664781 @ 49012 12670 1
0.09085583098005937941 = 0.83564662256696353726 @ 47938 12337 1
0.23396148384634105066 = 0.83277956017873422390 @ 49978 12915 1
0.09160968413980759284 = 0.81507154556811667323 @ 48343 12494 1
0.06808186322734624540 = 0.81093959529144354903 @ 49319 12749 1
0.06808185595666849110 = 0.81093937570746665866 @ 48832 12625 1
0.06808175906719313164 = 0.81093644950969145935 @ 47614 12255 1
0.23243039481296765003 = 0.80412474205348549727 @ 49751 12858 1
0.23243039481024727055 = 0.80412474200036021532 @ 49250 12731 1
0.26082345565469056137 = 0.79481943280851952149 @ 49588 12817 1
0.26082348553014789161 = 0.79481885368842286610 @ 49257 12733 1
0.26082349122009318432 = 0.79481874339172353672 @ 48581 12562 1
0.44949560615378336692 = 0.77081523860290401817 @ 48149 12444 1
0.44949560772057362001 = 0.77081523860279255178 @ 49079 12687 1
0.44949569445334114359 = 0.77081523859295830725 @ 49118 12697 1
