2.193280	0.624228	=	1.000000	@	157580	10.100000	1
0.333018	2.193280	=	1.000000	@	141842	9.160000	1
7.706277	7.706277	=	1.000000	@	145312	9.370000	1
0.333018	0.624228	=	1.000000	@	157645	10.110000	1
7.706277	2.193280	=	1.000000	@	179955	11.430000	1
7.706277	0.624228	=	1.000000	@	158431	10.160000	1
4.111207	1.170089	=	1.000000	@	82366	5.600000	1
0.624228	0.624228	=	1.000000	@	178701	11.360000	1
7.706277	4.111207	=	1.000000	@	76402	5.230000	1
4.111207	4.111207	=	1.000000	@	155860	10.000000	1
7.706277	1.170089	=	1.000000	@	74419	5.100000	1
0.624228	7.706277	=	1.000000	@	100682	6.700000	1
0.333018	0.333018	=	1.000000	@	199587	12.610000	1
2.193280	7.706277	=	1.000000	@	199726	12.630000	1
1.170089	0.624228	=	1.000000	@	169547	10.820000	1
4.111207	7.706277	=	1.000000	@	72465	4.980000	1
1.170089	0.333018	=	1.000000	@	151187	9.710000	1
0.333018	4.111207	=	1.000000	@	137943	8.930000	1
0.333018	1.170089	=	1.000000	@	126368	8.230000	1
2.193280	0.333018	=	1.000000	@	156881	10.060000	1
0.333018	7.706277	=	1.000000	@	120459	7.890000	1
4.111207	2.193280	=	1.000000	@	80612	5.490000	1
7.706277	0.333018	=	1.000000	@	141923	9.160000	1
1.170089	4.111207	=	1.000000	@	171236	10.930000	1
2.193280	4.111207	=	1.000000	@	65181	4.500000	1
0.624228	0.333018	=	1.000000	@	156901	10.060000	1
1.170089	2.193280	=	1.000000	@	99462	6.630000	1
0.624228	1.170089	=	1.000000	@	170542	10.880000	1
0.624228	4.111207	=	1.000000	@	126968	8.270000	1
4.111207	0.624228	=	1.000000	@	141899	9.160000	1
4.111207	0.333018	=	1.000000	@	154217	9.900000	1
1.170089	7.706277	=	1.000000	@	165363	10.580000	1
1.170089	1.170089	=	1.000000	@	112011	7.390000	1
2.193280	1.170089	=	1.000000	@	88549	5.970000	1
2.193280	2.193280	=	1.000000	@	75003	5.140000	1
0.624228	2.193280	=	1.000000	@	198905	12.580000	1
