4.111208	0.624228	2.193280	=	1.000000	@	383236	64.740000	1
0.624228	1.170088	4.111207	=	1.000000	@	391727	66.100000	1
4.111207	2.193280	1.170089	=	1.000000	@	397649	67.060000	1
0.333017	0.624228	1.170089	=	1.000000	@	373427	63.100000	1
1.170089	4.111207	0.333018	=	1.000000	@	396612	66.850000	1
0.333018	2.193289	0.624228	=	1.000000	@	324180	55.030000	1
2.193280	1.170088	0.333018	=	1.000000	@	399354	67.320000	1
2.193279	4.111211	0.333018	=	1.000000	@	333082	56.480000	1
4.111206	4.111207	0.624228	=	1.000000	@	378279	63.890000	1
4.111207	4.111207	7.706277	=	1.000000	@	313687	53.330000	1
1.170089	0.333018	7.706277	=	1.000000	@	334300	56.640000	1
0.333018	4.111207	1.170089	=	1.000000	@	333830	56.600000	1
2.193280	0.333018	0.624228	=	1.000000	@	398393	67.120000	1
1.170089	1.170089	1.170089	=	1.000000	@	379952	64.150000	1
2.193280	2.193280	1.170089	=	1.000000	@	382857	64.640000	1
2.193280	4.111207	1.170089	=	1.000000	@	386813	65.300000	1
4.111207	7.706277	0.624228	=	1.000000	@	381084	64.370000	1
2.193280	4.111207	2.193280	=	1.000000	@	325108	55.170000	1
4.111207	1.170089	0.624228	=	1.000000	@	383068	64.660000	1
1.170089	1.170089	7.706271	=	1.000000	@	375336	63.450000	1
1.170089	4.111207	0.624229	=	1.000000	@	394214	66.480000	1
0.333020	2.193280	1.170089	=	1.000000	@	315033	53.510000	1
7.706277	0.333018	7.706277	=	1.000000	@	382395	64.540000	1
4.111066	0.333018	2.193322	=	1.000000	@	295523	50.330000	1
1.170089	7.706277	7.706277	=	1.000000	@	240680	41.300000	1
2.193280	2.193280	0.624228	=	1.000000	@	376982	63.720000	1
0.624228	0.333020	2.193280	=	1.000000	@	296605	50.500000	1
4.111207	1.170087	0.333018	=	1.000000	@	398270	67.110000	1
7.706277	4.111207	2.193280	=	1.000000	@	255760	43.760000	1
2.193280	2.193280	7.706277	=	1.000000	@	322567	54.770000	1
1.170088	0.333008	0.333019	=	1.000000	@	325027	55.160000	1
2.193280	2.193280	4.111207	=	1.000000	@	290413	49.520000	1
0.333018	2.193280	7.706277	=	1.000000	@	382112	64.520000	1
