0.166667	0.375000	=	-2.000000	@	166576	10.330000	1
0.166667	0.125000	=	-2.000000	@	45709	3.030000	1
0.500000	0.125000	=	-2.000000	@	120709	7.560000	1
0.833333	0.375000	=	-2.000000	@	45914	3.030000	1
0.500000	0.625000	=	-2.000000	@	161647	10.040000	1
0.833333	0.125000	=	-2.000000	@	36781	2.460000	1
0.833333	0.875000	=	-2.000000	@	50350	3.300000	1
0.166667	0.875000	=	-2.000000	@	158537	9.850000	1
0.833333	0.625000	=	-2.000000	@	58758	3.810000	1
0.500000	0.875000	=	-2.000000	@	47287	3.120000	1
0.500000	0.375000	=	-2.000000	@	124299	7.780000	1
0.166667	0.625000	=	-2.000000	@	185229	11.450000	1
