  -1.3118622030485785e-01	   5.7437618270770174e-01	  -2.3651330240113563e-01	   3.7156338724690957e-01	   2.0501338786227447e-01	   8.7650508945112102e-02	   1.5411277683267929e-01	  -4.7088915691215782e-01	  -3.7558280769772284e-01	   1.5040409218314257e-01	
  -6.7476948915965507e-01	   2.7667609398478527e-01	   1.8822775110524667e-01	   2.4206600108907170e-01	  -3.4881785612159610e-01	  -2.9640164262853069e-01	  -1.4904802985237414e-01	   1.2335547355775296e-01	   3.4316368176305434e-01	   9.6901028396413069e-02	
   3.1775792131466296e-01	   3.9780533046009925e-01	   2.9790729665796267e-01	  -1.9790319042631638e-01	   3.1086123434202212e-01	  -4.8451981368322528e-01	   3.7333700019106769e-01	  -5.1526610238590197e-02	   3.7082715171782066e-01	  -4.3862874080216531e-02	
   1.1575975281648981e-01	  -3.8049875789225185e-01	  -2.5610568809706924e-01	   3.1862941098559094e-01	  -1.3385089618382026e-01	  -5.1274914171826758e-01	  -9.2979306266495490e-02	  -5.0002260840238000e-01	   1.0964518645213570e-01	  -3.5098144949291726e-01	
   1.3979799414405511e-01	   4.0203379950117213e-01	  -6.4250066294981956e-01	  -4.2170759386223189e-01	  -4.0329062159455997e-01	  -1.2050916236886899e-01	  -1.0474590244798015e-01	   1.4143998917958042e-01	   2.9375225919415028e-02	  -1.3847485722097055e-01	
   4.4784690515560066e-01	   2.0529255802904525e-01	   4.8201778076947943e-01	   1.1888947633822727e-01	  -4.6413746788798327e-01	  -1.5052058527286410e-01	  -3.3386543451360395e-01	  -2.3554917966148559e-02	  -3.9334887660741169e-01	   7.7381713980196470e-02	
  -1.0708897086177421e-01	  -2.7879998861742172e-01	  -1.0486421357706965e-01	  -9.0093229762689769e-02	  -2.1702961919463198e-01	  -4.0296680980038424e-01	   5.3761735678678690e-01	   1.3605086056394486e-01	  -3.8349200320864141e-01	   4.7707100563379090e-01	
  -3.2526446866174696e-01	  -6.4247652257156757e-02	   1.9475687170260655e-01	  -6.7316672813550049e-01	   8.9203848359190041e-02	  -9.5849891989965699e-02	  -2.6684009417357230e-01	  -5.2632501146842225e-01	  -1.6253946923219667e-01	   8.4890050600391606e-02	
  -2.3057968116277583e-01	   5.9824358755238422e-02	   2.7477011500888507e-02	  -2.6917310685763488e-03	   3.5626532964752650e-01	  -3.3870476043437286e-01	  -1.2961114109748312e-01	   4.0983461444025987e-01	  -5.0438170688511819e-01	  -5.1154819907524995e-01	
  -1.5021169704011819e-01	   3.6077629604394673e-02	   2.4385019833702690e-01	  -9.6978577064657401e-02	  -4.0211162974949632e-01	   2.8865732487241524e-01	   5.5365632949729671e-01	  -1.6222471550096046e-01	  -9.0382820644803852e-02	  -5.6677070258983031e-01	
  -3.6430001464619455e-01	   4.1541571986430581e-01	  -1.8051602166714470e-01	   6.0499565189656934e-02	   3.9383033686338570e-01	   1.6363668264702969e-01	   2.3078620973660208e-01	  -2.1372372127164094e-01	   5.6457442570926264e-01	  -2.4270427191615696e-01	
   5.2293519478021433e-01	   4.6982674870686893e-02	  -1.5606381872079997e-01	   4.4925720217113274e-01	   3.7464583263873877e-02	   4.9333420378057707e-01	   2.4704652621303691e-01	  -8.4797511043220308e-03	  -2.2919338046985407e-01	  -3.7380172758155006e-01	
  -2.6276514602189405e-01	   5.5459577782451280e-02	  -1.8109646057093953e-01	   2.9578333486016928e-01	   9.7780122061507380e-02	   2.1656257024802292e-01	  -4.9170037616348233e-01	   7.1257673370679830e-01	   3.9995731535754399e-02	   4.3020056586031384e-04	
   1.7507873641407538e-02	   4.2880270257384645e-01	   2.6501807964881746e-01	  -2.9253771242502047e-01	   9.4147507980493594e-02	   5.9004714708361394e-01	  -2.6075831141959799e-01	  -1.9759492144626503e-01	  -2.3059942634919223e-01	   3.7785537771153810e-01	
  -4.6644374552026281e-02	   5.4606319541790710e-02	   4.9178879143349924e-01	  -2.4705546172002202e-01	   3.2328595749841349e-01	  -1.4248823496434740e-01	  -1.7666532011186481e-01	   9.7775001881276885e-02	  -2.5373646892404922e-01	  -6.7969136101568761e-01	
   5.2307650923056219e-02	  -4.9537884900410017e-01	   3.2291928728156089e-01	  -2.5360216807450975e-01	   2.2491124307255927e-01	   3.6909030668284737e-01	   3.9432738117438093e-01	   3.5717713402066315e-01	   3.0245977309615513e-01	   1.4801538826635927e-01	
   2.8571913196929272e-01	  -3.9019057290271802e-01	  -2.0333827462758591e-01	  -1.9116103440281587e-01	   2.4658562715419503e-02	   1.7335851688250575e-01	  -5.9678492349197365e-01	  -3.2662213054860489e-01	   3.9674801504233559e-01	  -1.9319014167324350e-01	
