   8.0594686124723847e-01	   5.9198788572548056e-01	
   5.9198788572548056e-01	  -8.0594686124723836e-01	
  -8.3381099160486538e-01	  -5.5205002515977775e-01	
   5.5205002515977797e-01	  -8.3381099160486516e-01	
   4.3686349921666379e-01	  -8.9952781116105018e-01	
   8.9952781116103941e-01	   4.3686349921664386e-01	
   3.9242594892404459e-01	  -9.1978360205597387e-01	
   9.1978360205597443e-01	   3.9242594892404559e-01	
  -9.5701135807592541e-01	  -2.9005044477413455e-01	
   2.9005044477413344e-01	  -9.5701135807592530e-01	
  -8.8719803469714120e-01	  -4.6138882434399231e-01	
  -4.6138882434399664e-01	   8.8719803469713754e-01	
  -9.1743850067552046e-01	   3.9787761620660855e-01	
   3.9787761620660911e-01	   9.1743850067551991e-01	
  -9.3247841728261593e-01	  -3.6122569302599217e-01	
  -3.6122569302599161e-01	   9.3247841728261549e-01	
   4.0401483802596255e-02	   9.9918352673898103e-01	
  -9.9918352673898125e-01	   4.0401483802596755e-02	
   8.4645352277987174e-01	   5.3246261255936589e-01	
  -5.3246261255936589e-01	   8.4645352277987151e-01	
