   2.9260041357393379e-02	  -6.9248319172197437e-01	  -3.1093273738142779e-01	   5.1689594402659789e-01	  -3.9465211900565061e-01	
  -7.8936239465451985e-01	   9.5227428873196823e-02	  -3.1889979340607161e-01	   3.0055976888761693e-01	   4.1929165718778272e-01	
   2.2739999088718499e-01	   7.0542983856529828e-01	  -2.8224758262409905e-01	   5.1899552134276794e-01	  -3.1880705440006740e-01	
   4.8962021475824524e-01	  -1.1206390548173764e-01	   1.3401587940759305e-01	   4.5485223340943598e-01	   7.2309260556122668e-01	
  -2.9088167582308921e-01	   3.4773408269317158e-02	   8.3904695980589850e-01	   4.0771988296337991e-01	  -2.0962670875748007e-01	
  -3.5603461818437721e-01	   7.2649006101822766e-01	   7.4174124030006103e-02	  -2.8147032726192833e-01	  -5.1061159024397429e-01	
  -8.6202129941569273e-03	   2.2303864585506145e-01	   8.8508610145477218e-01	   2.7936606155805427e-01	   2.9792054485081987e-01	
  -3.3824372860960206e-01	   4.3951892022281092e-01	  -4.3886239910255831e-01	   4.3349730233138856e-01	   5.5847487172459676e-01	
  -3.0909426766034481e-01	  -2.5321199695856722e-01	   1.3275557037858210e-02	   7.3483784307624689e-01	  -5.4788823884452420e-01	
   8.1438133349066155e-01	   4.0641451383938365e-01	  -1.3544130306245034e-01	   3.3885467648397866e-01	  -1.9607000854886464e-01	
  -6.7664960261140272e-02	  -4.8673352149837934e-01	   3.7842663060269138e-01	  -5.6529782882010465e-02	   7.8237433566078285e-01	
   4.8156878152559029e-01	   7.4184040482470914e-01	   1.8578153198987551e-01	  -1.4480139148871513e-01	   4.0284252732785863e-01	
   3.4289530261599055e-01	  -2.1859682075187492e-01	  -8.2573818708357982e-01	  -2.7991836808840598e-01	   2.7283767151862881e-01	
  -3.8867657416110862e-01	   9.7281513379630008e-02	   9.2906410445310436e-02	  -9.0765846641205483e-01	  -8.3614203946681384e-02	
   7.0346733680753737e-01	  -3.9435393992077661e-01	   3.6304731497737242e-01	  -2.7136461859919181e-01	  -3.7970589536390892e-01	
   7.7583487116870498e-01	  -5.8329420380720098e-01	  -1.7330400459847253e-01	   1.5522647993443775e-01	  -6.0980213191316412e-02	
   6.3784883127755779e-03	  -3.7046390952908315e-01	   7.4941815284038005e-01	  -5.2631465430907332e-01	   1.5518093786320625e-01	
   6.1515971464759678e-01	   6.9224801852634954e-01	   6.6680660630354244e-02	  -3.4257645762965072e-01	   1.4340943656834432e-01	
  -1.6293571371498561e-02	  -4.0491985253660767e-02	  -1.7026299876044315e-02	   2.8623085569633483e-01	   9.5701458767463610e-01	
   1.3911366781208750e-01	   2.0415054131182475e-01	   6.3529674073922127e-01	   7.0683158709267335e-01	  -1.8909548541446902e-01	
   3.1266603877246907e-01	   1.8377778274228918e-01	  -9.1499817788890536e-01	   1.3875321769896862e-01	  -1.0950595329399655e-01	
  -7.7991945146337127e-01	   9.7240664129357030e-02	  -2.6560787178354428e-01	  -4.1639614906755418e-01	  -3.7193629556293994e-01	
  -1.4269860751582686e-01	  -2.4153621677593876e-01	  -2.5580266354676168e-01	  -3.7955751693719181e-01	   8.4368148732650705e-01	
  -5.0842405860038287e-01	  -1.9271806607022174e-01	  -1.1226190780801830e-01	   8.0992469153748659e-01	   1.8916654498002097e-01	
   1.2291330878617562e-01	  -9.2805710104806016e-01	  -1.1913460573773567e-01	  -8.5556279689298811e-02	  -3.1951432587435785e-01	
  -8.8843992953587289e-02	   6.3325926968216428e-01	  -4.7995802713988966e-01	  -5.0549624948157801e-01	  -3.2435054527735618e-01	
